brand,model,year,price,mileage,fuel,location,color,source,crawl_date
Toyota,Innova Cross,2024,835000000,22000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mercedes,Benz V,2021,1899000000,45000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
Mitsubishi,Xpander 1.5,2020,448000000,72000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Vinfast,VF8 Plus,2023,719000000,460000,Điện,Hà Nội,Trắng,bonbanh,2025-12-30
Subaru,Forester 2.0XT,2014,499000000,0,Điện,Hà Nội,Đỏ,bonbanh,2025-12-30
Ford,Explorer Limited,2019,979000000,80000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
Hyundai,SantaFe Prestige,2024,1079000000,22000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Kia,K3 Premium,2022,575000000,32000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Kia,Soluto 1.4,2022,305000000,33000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Hyundai,Tucson 2.0,2020,695000000,71000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Hyundai,Tucson 2.0,2022,795000000,53000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mercedes,Benz E,2018,1199000000,660000,Hybrid,Hà Nội,Trắng,bonbanh,2025-12-30
Lexus,LX 600,2025,9700000000,0,Xăng,Hà Nội,Bạc,bonbanh,2025-12-30
Mercedes,Benz GLC,2018,965000000,110000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Mercedes,Benz GLC,2019,1299000000,80000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Toyota,Land Cruiser,2019,4050000000,100000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Mercedes,Benz GLS,2022,4139000000,38888,Hybrid,TP.HCM,Đen,bonbanh,2025-12-30
Toyota,Prado VX,2019,1899000000,0,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Hyundai,Tucson 2.0,2025,798000000,0,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
BMW,Series,2015,650000000,63000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
Kia,Soluto 1.4,2020,220000000,43000,Xăng,Thái Nguyên,Xanh,bonbanh,2025-12-30
Toyota,Innova E,2021,550000000,62000,Xăng,Hà Nội,Xám,bonbanh,2025-12-30
Ford,Ranger Wildtrak,2025,810000000,0,Dầu,Hà Nội,Xám,bonbanh,2025-12-30
BMW,Series,2018,1039000000,33000,Xăng,TP.HCM,Đen,bonbanh,2025-12-30
Mercedes,Benz V,2022,1879000000,40000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
Mercedes,Benz GLC,2022,1799000000,54000,Xăng,TP.HCM,Đen,bonbanh,2025-12-30
Mitsubishi,Xforce Premium,2025,578000000,0,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Volvo,XC60 T6,2021,1499000000,31000,Xăng,TP.HCM,Xanh,bonbanh,2025-12-30
Mercedes,Benz C,2016,639000000,136000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Mercedes,Benz C,2019,960000000,450000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
Lexus,LM 500h,2025,8950000000,0,Hybrid,Hà Nội,Đen,bonbanh,2025-12-30
Ford,EcoSport Titanium,2020,485000000,13000,Xăng,TP.HCM,Đỏ,bonbanh,2025-12-30
Toyota,Vios 1.5E,2020,325000000,110000,Xăng,Hà Nội,Xám,bonbanh,2025-12-30
Mercedes,Benz GLC,2016,739000000,62000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
Mercedes,Benz S,2020,2338000000,35678,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
Toyota,Prado VX,2019,1955000000,150000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Volvo,S90 Inscription,2021,1270000000,90000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Peugeot,AL,2021,697000000,50000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mini,Cooper 3,2023,2239000000,15000,Xăng,TP.HCM,Đen,bonbanh,2025-12-30
BMW,Series,2017,545000000,7,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Porsche,Macan 2.0,2023,3399000000,7000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Lexus,LM 500h,2025,8950000000,0,Hybrid,Hà Nội,Đen,bonbanh,2025-12-30
Hyundai,Accent 1.4,2022,419000000,0,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
Kia,Cerato 1.6,2021,485000000,740000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
Kia,Cerato 2.0,2020,475000000,75000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Toyota,Raize G,2022,480000000,25000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Porsche,Macan 2.0,2021,2889000000,18000,Xăng,TP.HCM,Đỏ,bonbanh,2025-12-30
Ford,Everest Titanium,2025,1180000000,0,Điện,Hà Nội,Đỏ,bonbanh,2025-12-30
BMW,i8 1.5L,2015,2199000000,35000,Hybrid,TP.HCM,Xám,bonbanh,2025-12-30
Hyundai,SantaFe Cao,2021,965000000,40000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
Volvo,XC60 T6,2021,1498000000,32000,Xăng,TP.HCM,Đỏ,bonbanh,2025-12-30
Vinfast,VF8 Eco,2023,548000000,45650,Điện,Hà Nội,Trắng,bonbanh,2025-12-30
Toyota,Hilux 2.4L,2025,680000000,0,Dầu,Hà Nội,Trắng,bonbanh,2025-12-30
Mercedes,Benz GLC,2021,1229000000,49000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Ford,Ranger Limited,2022,646000000,77000,Dầu,Hà Nội,Đen,bonbanh,2025-12-30
Ford,Focus Trend,2018,375000000,71000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Ford,Explorer Limited,2018,999000000,80000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Mercedes,Benz C,2019,869000000,64000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
BMW,Series,2014,459000000,100000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Kia,K5 Premium,2024,868000000,11000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Peugeot,AL,2022,799000000,40000,Xăng,Hà Nội,Xanh,bonbanh,2025-12-30
Kia,Seltos Premium,2023,659000000,7000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Mercedes,Benz GLS,2016,1649000000,100000,Điện,Hà Nội,Đen,bonbanh,2025-12-30
Kia,Sonet Luxury,2022,525000000,30000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Vinfast,VF8 Eco,2023,605000000,49000,Điện,Hà Nội,Đỏ,bonbanh,2025-12-30
Mercedes,Benz C,2014,525000000,97000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Toyota,Innova 2.0G,2013,285000000,1500,Xăng,Thái Nguyên,Bạc,bonbanh,2025-12-30
Kia,Sorento Luxury,2025,950000000,7000,Dầu,Hà Nội,Đen,bonbanh,2025-12-30
Lexus,RX 350,2017,2250000000,110000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Lexus,LX 600,2025,8590000000,0,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Kia,Sorento GATH,2018,529000000,49000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
2022,Jeep,2022,3885000000,0,Xăng,TP.HCM,Xám,bonbanh,2025-12-30
2023,Jeep,2023,2850000000,0,Xăng,TP.HCM,Xám,bonbanh,2025-12-30
2022,Jeep,2022,3886000000,0,Xăng,TP.HCM,Đỏ,bonbanh,2025-12-30
2023,Jeep,2023,2850000000,100000,Xăng,TP.HCM,Xám,bonbanh,2025-12-30
2023,Jeep,2023,2850000000,0,Xăng,TP.HCM,Bạc,bonbanh,2025-12-30
2023,Jeep,2023,2850000000,0,Xăng,TP.HCM,Đỏ,bonbanh,2025-12-30
2023,Jeep,2023,2850000000,0,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
2023,Jeep,2023,2850000000,0,Xăng,TP.HCM,Đỏ,bonbanh,2025-12-30
2023,Jeep,2023,2850000000,0,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
2022,Jeep,2022,3886000000,0,Xăng,TP.HCM,Xám,bonbanh,2025-12-30
Jaguar,XF 2.0,2015,668000000,33000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
2023,Jeep,2023,2850000000,100000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
Lexus,LX 570,2019,6868000000,58000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
2023,Jeep,2023,2638000000,0,Xăng,TP.HCM,Xám,bonbanh,2025-12-30
Ford,Explorer Limited,2021,1539000000,80000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Audi,A8 L,2016,1239000000,58000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
Kia,Sonet Premium,2022,509000000,50000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Nissan,Qashqai SE,2010,289000000,0,Xăng,Hà Nội,Cam,bonbanh,2025-12-30
BMW,Series,2022,1738000000,36666,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
2023,LandRover,2023,6550000000,10000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mitsubishi,Triton GLX,2025,590000000,0,Dầu,Hà Nội,Đen,bonbanh,2025-12-30
Mitsubishi,Xforce Ultimate,2025,618000000,0,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
2023,Jeep,2023,2850000000,100000,Xăng,TP.HCM,Xám,bonbanh,2025-12-30
Toyota,Fortuner Legender,2022,999000000,70000,Dầu,Hà Nội,Trắng,bonbanh,2025-12-30
2023,Jeep,2023,2850000000,0,Xăng,TP.HCM,Đen,bonbanh,2025-12-30
Toyota,Prado TXL,2016,1320000000,130000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
Hyundai,Tucson 2.0,2018,568000000,60000,Điện,Hà Nội,Trắng,bonbanh,2025-12-30
Hyundai,Accent 1.4,2022,455000000,10000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Peugeot,GT,2024,880000000,14000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mitsubishi,Xpander Cross,2022,555000000,25000,Dầu,Bình Dương,Đen,bonbanh,2025-12-30
Mercedes,Benz E,2019,1139000000,68000,Xăng,TP.HCM,Đen,bonbanh,2025-12-30
Mercedes,Benz GLC,2020,1099000000,60000,Xăng,TP.HCM,Đen,bonbanh,2025-12-30
Mitsubishi,Xpander Cross,2024,595000000,72000,Dầu,Bình Dương,Trắng,bonbanh,2025-12-30
Mercedes,Benz C,2022,1368000000,4000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
Mazda,1.5L,2022,495000000,80000,Xăng,Hà Nội,Cam,bonbanh,2025-12-30
Mitsubishi,Xpander Cross,2023,560000000,52829,Dầu,Bình Dương,Đỏ,bonbanh,2025-12-30
Mitsubishi,Attrage 1.2,2020,330000000,89768,Dầu,Bình Dương,Đỏ,bonbanh,2025-12-30
Mercedes,Benz GLC,2021,1590000000,70000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
Porsche,Panamera 3.0,2017,2890000000,0,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
Mercedes,Benz S,2018,1890000000,0,Xăng,TP.HCM,Đen,bonbanh,2025-12-30
Porsche,Macan 2.0,2021,2890000000,5,Xăng,TP.HCM,Đen,bonbanh,2025-12-30
Porsche,Panamera 4S,2017,2990000000,0,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
Porsche,Macan 2.0,2021,2890000000,50000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
Mercedes,Benz S,2017,3299000000,66000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
Porsche,Panamera 4,2019,3390000000,0,Điện,TP.HCM,Nâu,bonbanh,2025-12-30
Kia,Carnival Premium,2025,1435000000,4000,Dầu,Hà Nội,Trắng,bonbanh,2025-12-30
Ford,Ranger XLS,2025,730000000,3000,Dầu,Hà Nội,Trắng,bonbanh,2025-12-30
Mazda,1.5L,2025,639000000,7000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Porsche,Macan S,2021,2950000000,50000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mazda,Premium,2022,665000000,55000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Lexus,RX 350h,2025,3500000000,0,Điện,Hà Nội,Trắng,bonbanh,2025-12-30
Mazda,CX5 2.5,2019,668000000,65000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mazda,CX5 2.5,2018,630000000,71000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mazda,1.5L,2022,555000000,69000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Hyundai,Creta Cao,2022,619000000,22000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
Toyota,Veloz Cross,2022,585000000,40000,Xăng,Khác,Trắng,bonbanh,2025-12-30
Ford,Ranger XLS,2025,605000000,0,Dầu,Hà Nội,Đen,bonbanh,2025-12-30
Peugeot,GT,2022,610000000,55000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mitsubishi,Xpander Cross,2025,615000000,0,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mercedes,Benz GLC,2022,1550000000,45061,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
Toyota,Land Cruiser,2024,5490000000,31000,Xăng,Hà Nội,Đồng,bonbanh,2025-12-30
Ford,Ranger Raptor,2023,1095000000,40000,Điện,Hà Nội,Đỏ,bonbanh,2025-12-30
Mitsubishi,Attrage 1.2,2022,265000000,50000,Dầu,Hà Nội,Xám,bonbanh,2025-12-30
Ford,Everest Titanium,2023,1298000000,50000,Điện,Hà Nội,Đỏ,bonbanh,2025-12-30
Lamborghini,Huracan LP610,2014,8490000000,25000,Xăng,TP.HCM,Đen,bonbanh,2025-12-30
Toyota,Yaris Cross,2024,650000000,23000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Mercedes,Benz C,2017,718000000,156000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Vinfast,VF8 Eco,2022,548000000,64000,Điện,Hà Nội,Trắng,bonbanh,2025-12-30
Toyota,Prado LC250,2025,3410000000,0,Điện,TP.HCM,Trắng,bonbanh,2025-12-30
BMW,Series,2020,3138000000,19999,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
Mercedes,Benz GLB,2020,999000000,650000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Lexus,LM 500h,2025,8950000000,0,Hybrid,Hà Nội,Xám,bonbanh,2025-12-30
Lexus,NX 350,2023,2798000000,37000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
Ford,Ranger XLS,2025,605000000,0,Dầu,Hà Nội,Đen,bonbanh,2025-12-30
Hyundai,Creta Đặc,2025,608000000,0,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Toyota,Innova 2.0E,2018,445000000,80000,Xăng,Khác,Bạc,bonbanh,2025-12-30
Mitsubishi,Xpander Cross,2021,515000000,70000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Toyota,Yaris Cross,2024,650000000,38000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Hyundai,Creta Đặc,2025,608000000,0,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Toyota,Innova 2.0E,2018,445000000,80000,Xăng,Khác,Bạc,bonbanh,2025-12-30
Mitsubishi,Xpander Cross,2021,515000000,70000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Toyota,Yaris Cross,2024,650000000,38000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Toyota,Veloz Cross,2025,545000000,0,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Kia,Carnival Signature,2024,1479000000,16500,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
Toyota,Land Cruiser,2014,1756000000,0,Xăng,Hà Nội,Bạc,bonbanh,2025-12-30
Mercedes,Benz V,2016,1039000000,80000,Dầu,TP.HCM,Đen,bonbanh,2025-12-30
Hyundai,Tucson 2.0,2022,735000000,60000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mercedes,Benz GLC,2016,769000000,100000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Vinfast,VF5 Plus,2025,435000000,4000,Điện,Hà Nội,Trắng,bonbanh,2025-12-30
Vinfast,VF5 Plus,2024,399000000,60000,Điện,Hà Nội,Đỏ,bonbanh,2025-12-30
Mercedes,Benz GLC,2025,2099000000,0,Hybrid,Hà Nội,Trắng,bonbanh,2025-12-30
Honda,HRV L,2018,470000000,78797,Điện,Bình Dương,Trắng,bonbanh,2025-12-30
Mazda,CX3 Luxury,2022,532000000,9000,Xăng,Khác,Xám,bonbanh,2025-12-30
Toyota,Fortuner 2.7V,2018,680000000,90000,Xăng,Hải Phòng,Trắng,bonbanh,2025-12-30
Mercedes,Benz GLE,2019,2550000000,90000,Hybrid,Hà Nội,Trắng,bonbanh,2025-12-30
Vinfast,VF8 S,2024,850000000,0,Điện,Long An,Đen,bonbanh,2025-12-30
Mitsubishi,Xpander 1.5,2019,355000000,0,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Lexus,ES 250,2024,2339000000,9000,Xăng,TP.HCM,Đen,bonbanh,2025-12-30
Mercedes,Benz S,2017,2950000000,80000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
MG,G50 1.5,2025,710000000,17000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
Mercedes,Benz C,2025,1869000000,1000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Toyota,Alphard HEV,2025,4615000000,0,Điện,Hà Nội,Đen,bonbanh,2025-12-30
Ford,Territory Trend,2025,692000000,0,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Toyota,Camry 2.5,2025,1465000000,7000,Điện,Hà Nội,Trắng,bonbanh,2025-12-30
Mercedes,Benz S,2022,4279000000,28000,Xăng,TP.HCM,Đen,bonbanh,2025-12-30
BMW,X6 xDrive35i,2015,980000000,0,Điện,TP.HCM,Trắng,bonbanh,2025-12-30
Peugeot,GT,2021,579000000,50000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Vinfast,Herio Green,2025,479000000,0,Điện,Hà Nội,Trắng,bonbanh,2025-12-30
Toyota,Raize G,2024,496000000,16000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
MG,1.5,2024,290000000,18000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mercedes,Benz E,2019,1299000000,50000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mercedes,Benz GLC,2017,770000000,120000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Mercedes,Benz GLC,2021,1399000000,690000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mazda,1.5L,2022,579000000,11000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
Lexus,RX 300,2022,2980000000,29000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Kia,Seltos Premium,2022,598000000,30000,Xăng,TP.HCM,Đỏ,bonbanh,2025-12-30
Ford,Ranger XLS,2025,655000000,0,Dầu,Hà Nội,Trắng,bonbanh,2025-12-30
Hyundai,SantaFe Hybrid,2022,1190000000,65000,Hybrid,Hà Nội,Đen,bonbanh,2025-12-30
MG,ZS Standard,2020,375000000,70000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Jaguar,XF 2.0,2016,799000000,39000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
Mercedes,Benz C,2018,750000000,67000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mercedes,Benz E,2021,1189000000,0,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mercedes,Benz S,2019,4150000000,36000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Kia,Seltos Premium,2021,598000000,58000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mitsubishi,Attrage 1.2,2021,330000000,60000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
Kia,Carnival Signature,2024,1350000000,40000,Dầu,Hà Nội,Trắng,bonbanh,2025-12-30
Mitsubishi,Pajero Sport,2012,359000000,150000,Dầu,Hà Nội,Đen,bonbanh,2025-12-30
Mercedes,Benz C,2019,860000000,790000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Vinfast,VF6 Plus,2025,665000000,0,Điện,Hà Nội,Đen,bonbanh,2025-12-30
Hyundai,Accent Đặc,2025,479000000,0,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Ford,Ranger XLS,2025,605000000,0,Dầu,Hà Nội,Đỏ,bonbanh,2025-12-30
Mercedes,Benz E,2019,1299000000,88000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Honda,City RS,2025,504000000,0,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
MG,ZS Standard,2023,435000000,40000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Vinfast,VF8 Plus,2023,710000000,32000,Điện,Hà Nội,Đen,bonbanh,2025-12-30
Lexus,ES 250,2021,2030000000,19000,Xăng,Hà Nội,Vàng,bonbanh,2025-12-30
Ford,Ranger XLS,2025,595000000,0,Dầu,Hà Nội,Đen,bonbanh,2025-12-30
Ford,Territory Trend,2025,712000000,0,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Toyota,Veloz Cross,2025,590000000,0,Điện,Hà Nội,Trắng,bonbanh,2025-12-30
Mazda,CX8 Premium,2023,990000000,7000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
Mercedes,Benz C,2016,615000000,88000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Mitsubishi,Destinator Premium,2025,739000000,0,Xăng,Hà Nội,Xám,bonbanh,2025-12-30
BMW,X7 xDrive40i,2022,4898000000,46000,Xăng,Hà Nội,Xám,bonbanh,2025-12-30
Kia,Carnival Signature,2025,1779000000,0,Điện,Hà Nội,Đen,bonbanh,2025-12-30
BMW,Series,2023,4279000000,6789,Hybrid,TP.HCM,Đen,bonbanh,2025-12-30
Mercedes,Benz S,2020,4279000000,39000,Xăng,TP.HCM,Trắng,bonbanh,2025-12-30
Toyota,Prado VX,2021,2500000000,80000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
MG,Luxury,2024,445000000,180000,Xăng,Hà Nội,Vàng,bonbanh,2025-12-30
Kia,Morning AT,2020,283000000,73000,Xăng,Khác,Trắng,bonbanh,2025-12-30
Toyota,Camry 2.5G,2013,435000000,110000,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Mercedes,Benz C,2020,980000000,45000,Xăng,Hà Nội,Đỏ,bonbanh,2025-12-30
Toyota,Corolla Cross,2022,685000000,41000,Xăng,Hà Nội,Bạc,bonbanh,2025-12-30
Mercedes,Benz E,2018,1020000000,70000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Hyundai,Kona Đặc,2018,460000000,85000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Hyundai,Tucson 2.0,2023,799000000,28000,Xăng,TP.HCM,Đen,bonbanh,2025-12-30
Lexus,RX 350h,2025,3500000000,0,Điện,Hà Nội,Đen,bonbanh,2025-12-30
Vinfast,VF5 Plus,2024,419000000,10000,Điện,Hà Nội,Đỏ,bonbanh,2025-12-30
Volvo,EC40 Ultra,2025,1779000000,0,Điện,TP.HCM,Trắng,bonbanh,2025-12-30
Ford,Everest Ambiente,2025,1003000000,0,Điện,Hà Nội,Đen,bonbanh,2025-12-30
BMW,i8 1.5L,2015,2550000000,70000,Điện,Hà Nội,Đỏ,bonbanh,2025-12-30
BMW,X3 sDrive20i,2023,1789000000,0,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Toyota,Corolla Cross,2025,853000000,0,Điện,Hà Nội,Trắng,bonbanh,2025-12-30
Lexus,LX 600,2025,9700000000,0,Xăng,Hà Nội,Đen,bonbanh,2025-12-30
Toyota,Corolla Cross,2024,880000000,35456,Điện,TP.HCM,Trắng,bonbanh,2025-12-30
Lexus,LX 570,2016,5090000000,120000,Xăng,Hà Nội,Trắng,bonbanh,2025-12-30
Kia,Sorento 2.2,2019,619000000,90000,Dầu,Hà Nội,Trắng,bonbanh,2025-12-30
