title,url,price_raw,info_raw,source,crawl_date
2021 - Mercedes-Benz AMG G63 4Matic - Mercedes AMG G63 4Matic Model 2021,https://oto.com.vn/mua-ban-xe-mercedes-benz-amg-g-63-hcm/mercedes-amg-g63-4matic-model-2021-aidxc23398655,7 tỉ 500 triệu,2021 - Mercedes-Benz AMG G63 4Matic - Mercedes AMG G63 4Matic Model 2021 | 22.000 km | Máy xăng | Số tự động | Xe cũ | 7 tỉ 500 triệu | Auto Minh Luân | Tp.HCM | 0906444444 | Gọi ngay,otocomvn,2026-01-02
2023 - Ford Transit Tiêu chuẩn - Ford Transit 2023 mầu bạc cho các bác về chạy tết,https://oto.com.vn/mua-ban-xe-ford-transit-quang-ninh/2023-mau-bac-cho-cac-bac-ve-chay-tet-aidxc23398335,520 triệu,2023 - Ford Transit Tiêu chuẩn - Ford Transit 2023 mầu bạc cho các bác về chạy tết | 300.000 km | Máy dầu | Số sàn | Xe cũ | 520 triệu | nguyễn tiền đức | Quảng Ninh | 0985686021 | Gọi ngay,otocomvn,2026-01-02
2025 - Kia Sportage 2.0G Signature - Siêu lướt,https://oto.com.vn/mua-ban-xe-kia-sportage-ha-noi/sieu-luot-aidxc23391176,965 triệu,2025 - Kia Sportage 2.0G Signature - Siêu lướt | 3.600 km | Máy xăng | Số tự động | Xe cũ | 965 triệu | AUTO CHỐT | Hà Nội | 0907140000 | Gọi ngay,otocomvn,2026-01-02
2013 - Chevrolet Aveo LTZ 1.4 AT - Đẹp leng keng,https://oto.com.vn/mua-ban-xe-chevrolet-aveo-quang-binh/dep-leng-keng-aidxc23351103,169 triệu,2013 - Chevrolet Aveo LTZ 1.4 AT - Đẹp leng keng | 80.000 km | Máy xăng | Số tự động | Xe cũ | 169 triệu | Nam Vinh | Quảng Bình | 0946641918 | Gọi ngay,otocomvn,2026-01-02
"2025 - Hyundai Grand i10 - Siêu đẹp, tư nhân biển trắng không khoan",https://oto.com.vn/mua-ban-xe-hyundai-grand-i10-nghe-an/sieu-dep-tu-nhan-bien-trang-khong-khoan-aidxc23399329,119 triệu,"2025 - Hyundai Grand i10 - Siêu đẹp, tư nhân biển trắng không khoan | 89.000 km | Máy xăng | Số sàn | Xe cũ | 119 triệu | Nam Vinh | Nghệ An | 0946641918 | Gọi ngay",otocomvn,2026-01-02
2023 - Lexus RX 350 - Xe lướt màu đen nội thất nâu cực đẹp,https://oto.com.vn/mua-ban-xe-lexus-rx-350-ha-noi/xe-luot-mau-den-noi-that-nau-cuc-dep-aidxc23396674,3 tỉ 350 triệu,2023 - Lexus RX 350 - Xe lướt màu đen nội thất nâu cực đẹp | 19.000 km | Máy xăng | Số tự động | Xe cũ | 3 tỉ 350 triệu | Dũng Anh Auto | Hà Nội | 0923232222 | Gọi ngay,otocomvn,2026-01-02
2017 - Toyota Vios 1.5 E CVT - Odo 100.000 km,https://oto.com.vn/mua-ban-xe-toyota-vios-phu-tho/odo-100000-km-aidxc23390939,325 triệu,2017 - Toyota Vios 1.5 E CVT - Odo 100.000 km | 100.000 km | Máy xăng | Số tự động | Xe cũ | 325 triệu | Mừng Long Auto 268 | Phú Thọ | 0975025818 | Gọi ngay,otocomvn,2026-01-02
"2008 - Toyota RAV4 - Đủ hồ sơ sang tên, xe đẹp, giá tốt",https://oto.com.vn/mua-ban-xe-toyota-rav4-ha-noi/du-ho-so-sang-ten-xe-dep-gia-tot-aidxc23325461,310 triệu,"2008 - Toyota RAV4 - Đủ hồ sơ sang tên, xe đẹp, giá tốt | 90.000 km | Máy xăng | Số tự động | Xe cũ | 310 triệu | Sỹ Mai Auto | Hà Nội | 0769999555 | Gọi ngay",otocomvn,2026-01-02
"2021 - Mercedes-Benz GLS 450 4Matic - Xe bảo dưỡng đầy đủ, chất lượng đẹp hơn ảnh",https://oto.com.vn/mua-ban-xe-mercedes-benz-gls-450-ha-noi/xe-bao-duong-day-du-chat-luong-dep-hon-anh-aidxc23373747,3 tỉ 650 triệu,"2021 - Mercedes-Benz GLS 450 4Matic - Xe bảo dưỡng đầy đủ, chất lượng đẹp hơn ảnh | 66.000 km | Máy xăng | Số tự động | Xe cũ | 3 tỉ 650 triệu | Dũng Anh Auto | Hà Nội | 0923232222 | Gọi ngay",otocomvn,2026-01-02
"2022 - Mercedes-Benz GLC 200 V1 - Xe 1 chủ mua mới từ đầu, đăng ký t6/2022",https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-200-ha-noi/xe-1-chu-mua-moi-tu-dau-dang-ky-t62022-aidxc23399402,1 tỉ 500 triệu,"2022 - Mercedes-Benz GLC 200 V1 - Xe 1 chủ mua mới từ đầu, đăng ký t6/2022 | 21.000 km | Máy xăng | Số tự động | Xe cũ | 1 tỉ 500 triệu | Dũng Anh Auto | Hà Nội | 0965963369 | Gọi ngay",otocomvn,2026-01-02
"2019 - Mercedes-Benz E300 AMG - Cam kết chất lượng, check test thoải mái",https://oto.com.vn/mua-ban-xe-mercedes-benz-e300-ha-noi/cam-ket-chat-luong-check-test-thoai-mai-aidxc23387721,1 tỉ 289 triệu,"2019 - Mercedes-Benz E300 AMG - Cam kết chất lượng, check test thoải mái | 40.000 km | Máy xăng | Số tự động | Xe cũ | 1 tỉ 289 triệu | AUTO CHỐT | Hà Nội | 0907140000 | Gọi ngay",otocomvn,2026-01-02
2022 - Kia K3 2.0 Premium - Form dáng đẹp giá cực yêu,https://oto.com.vn/mua-ban-xe-kia-k3-ha-noi/form-dang-dep-gia-cuc-yeu-aidxc23387372,555 triệu,2022 - Kia K3 2.0 Premium - Form dáng đẹp giá cực yêu | 20.000 km | Máy xăng | Số tự động | Xe cũ | 555 triệu | AUTO CHỐT | Hà Nội | 0907140000 | Gọi ngay,otocomvn,2026-01-02
2019 - Mercedes-Benz Maybach S450 4Matic - Xe sang dành cho người đặc biệt,https://oto.com.vn/mua-ban-xe-mercedes-benz-maybach-s450-ha-noi/xe-sang-danh-cho-nguoi-dac-biet-aidxc23387175,4 tỉ 150 triệu,2019 - Mercedes-Benz Maybach S450 4Matic - Xe sang dành cho người đặc biệt | 30.000 km | Máy xăng | Số tự động | Xe cũ | 4 tỉ 150 triệu | AUTO CHỐT | Hà Nội | 0907140000 | Gọi ngay,otocomvn,2026-01-02
2012 - Kia Morning Standard MT - Siêu đẹp,https://oto.com.vn/mua-ban-xe-kia-morning-nghe-an/sieu-dep-aidxc23399393,76 triệu,2012 - Kia Morning Standard MT - Siêu đẹp | 110.000 km | Máy xăng | Số sàn | Xe cũ | 76 triệu | Nam Vinh | Nghệ An | 0946641918 | Gọi ngay,otocomvn,2026-01-02
"2022 - Mercedes-Benz C300 AMG - Xe 1 chủ mua mới từ đầu, bảo dưỡng full lịch sử chính hãng",https://oto.com.vn/mua-ban-xe-mercedes-benz-c300-ha-noi/xe-1-chu-mua-moi-tu-dau-bao-duong-full-lich-su-chinh-hang-aidxc23387096,1 tỉ 539 triệu,"2022 - Mercedes-Benz C300 AMG - Xe 1 chủ mua mới từ đầu, bảo dưỡng full lịch sử chính hãng | 13.000 km | Máy xăng | Số tự động | Xe cũ | 1 tỉ 539 triệu | Dũng Anh Auto | Hà Nội | 0923232222 | Gọi ngay",otocomvn,2026-01-02
2019 - Toyota Camry 2.5Q - Cam kết chất lượng đầy đủ,https://oto.com.vn/mua-ban-xe-toyota-camry-ha-noi/cam-ket-chat-luong-day-du-aidxc23389474,805 triệu,2019 - Toyota Camry 2.5Q - Cam kết chất lượng đầy đủ | 80.000 km | Máy xăng | Số tự động | Xe cũ | 805 triệu | AUTO CHỐT | Hà Nội | 0907140000 | Gọi ngay,otocomvn,2026-01-02
"2022 - Mercedes-Benz GLC 200 V1 - Chất xe đẹp, bao check thoải mái",https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-200-ha-noi/chat-xe-dep-bao-check-thoai-mai-aidxc23387093,1 tỉ 560 triệu,"2022 - Mercedes-Benz GLC 200 V1 - Chất xe đẹp, bao check thoải mái | 32.000 km | Máy xăng | Số tự động | Xe cũ | 1 tỉ 560 triệu | Dũng Anh Auto | Hà Nội | 0923232222 | Gọi ngay",otocomvn,2026-01-02
"2016 - Audi Q7 3.0 TFSI Quattro - Xe 1 chủ từ mới, bảo dưỡng đầy đủ",https://oto.com.vn/mua-ban-xe-audi-q7-ha-noi/xe-1-chu-tu-moi-bao-duong-day-du-aidxc23373727,1 tỉ 199 triệu,"2016 - Audi Q7 3.0 TFSI Quattro - Xe 1 chủ từ mới, bảo dưỡng đầy đủ | 86.000 km | Máy xăng | Số tự động | Xe cũ | 1 tỉ 199 triệu | Dũng Anh Auto | Hà Nội | 0923232222 | Gọi ngay",otocomvn,2026-01-02
"2015 - Hyundai Grand i10 - Xe nhập khẩu, bản AT đẹp",https://oto.com.vn/mua-ban-xe-hyundai-grand-i10-phu-tho/xe-nhap-khau-ban-at-dep-aidxc23398828,268 triệu,"2015 - Hyundai Grand i10 - Xe nhập khẩu, bản AT đẹp | 100.000 km | Máy xăng | Số tự động | Xe cũ | 268 triệu | Mừng Long Auto 268 | Phú Thọ | 0975025818 | Gọi ngay",otocomvn,2026-01-02
2021 - Mercedes-Benz E300 AMG - Bảo dưỡng đầy đủ lịch sử hãng,https://oto.com.vn/mua-ban-xe-mercedes-benz-e300-ha-noi/bao-duong-day-du-lich-su-hang-aidxc23398391,1 tỉ 499 triệu,2021 - Mercedes-Benz E300 AMG - Bảo dưỡng đầy đủ lịch sử hãng | 89.000 km | Máy xăng | Số tự động | Xe cũ | 1 tỉ 499 triệu | Dũng Anh Auto | Hà Nội | 0923232222 | Gọi ngay,otocomvn,2026-01-02
"2022 - Mercedes-Benz GLS 450 4Matic - Xe 1 chủ từ mới, bảo dưỡng đầy đủ lịch sử hãng",https://oto.com.vn/mua-ban-xe-mercedes-benz-gls-450-ha-noi/xe-1-chu-tu-moi-bao-duong-day-du-lich-su-hang-aidxc23396681,4 tỉ 139 triệu,"2022 - Mercedes-Benz GLS 450 4Matic - Xe 1 chủ từ mới, bảo dưỡng đầy đủ lịch sử hãng | 38.000 km | Máy xăng | Số tự động | Xe cũ | 4 tỉ 139 triệu | Dũng Anh Auto | Hà Nội | 0923232222 | Gọi ngay",otocomvn,2026-01-02
2017 - Mercedes-Benz GLC 250 4Matic - Option mà siêu lành,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-250-ha-noi/option-ma-sieu-lanh-aidxc23391093,795 triệu,2017 - Mercedes-Benz GLC 250 4Matic - Option mà siêu lành | 60.000 km | Máy xăng | Số tự động | Xe cũ | 795 triệu | AUTO CHỐT | Hà Nội | 0907140000 | Gọi ngay,otocomvn,2026-01-02
"2021 - Toyota Land Cruiser Prado VX - Model mới, rada, cam 360.... Chất lượng đảm bảo",https://oto.com.vn/mua-ban-xe-toyota-land-cruiser-prado-ha-noi/model-moi-rada-cam-360-chat-luong-dam-bao-aidxc23387724,2 tỉ 579 triệu,"2021 - Toyota Land Cruiser Prado VX - Model mới, rada, cam 360.... Chất lượng đảm bảo | 50.000 km | Máy xăng | Số tự động | Xe cũ | 2 tỉ 579 triệu | AUTO CHỐT | Hà Nội | 0907140000 | Gọi ngay",otocomvn,2026-01-02
2021 - Mazda CX-3 1.5L Deluxe - Cực hợp lý,https://oto.com.vn/mua-ban-xe-mazda-cx-3-ha-noi/cuc-hop-ly-aidxc23387583,465 triệu,2021 - Mazda CX-3 1.5L Deluxe - Cực hợp lý | 39.000 km | Máy xăng | Số tự động | Xe cũ | 465 triệu | AUTO CHỐT | Hà Nội | 0907140000 | Gọi ngay,otocomvn,2026-01-02
"2023 - Mercedes-Benz C200 Avantgarde - Chất xe còn đẹp, bao check thoải mái",https://oto.com.vn/mua-ban-xe-mercedes-benz-c200-ha-noi/chat-xe-con-dep-bao-check-thoai-mai-aidxc23387098,1 tỉ 350 triệu,"2023 - Mercedes-Benz C200 Avantgarde - Chất xe còn đẹp, bao check thoải mái | 19.000 km | Máy xăng | Số tự động | Xe cũ | 1 tỉ 350 triệu | Dũng Anh Auto | Hà Nội | 0923232222 | Gọi ngay",otocomvn,2026-01-02
2016 - Lexus LX 570 MBS - Xe của chủ tịch,https://oto.com.vn/mua-ban-xe-lexus-lx-570-ha-noi/xe-cua-chu-tich-aidxc23386292,4 tỉ 650 triệu,2016 - Lexus LX 570 MBS - Xe của chủ tịch | 200.000 km | Máy xăng | Số tự động | Xe cũ | 4 tỉ 650 triệu | AUTO CHỐT | Hà Nội | 0907140000 | Gọi ngay,otocomvn,2026-01-02
2020 - Mazda BT-50 1.9 AT 4x2 - Đủ hồ sơ sang tên,https://oto.com.vn/mua-ban-xe-mazda-bt-50-ha-noi/du-ho-so-sang-ten-aidxc23364292,360 triệu,2020 - Mazda BT-50 1.9 AT 4x2 - Đủ hồ sơ sang tên | 70.000 km | Máy dầu | Số tự động | Xe cũ | 360 triệu | Sỹ Mai Auto | Hà Nội | 0769999555 | Gọi ngay,otocomvn,2026-01-02
2012 - Kia Morning SX 1.1 MT Sport - Đẹp không tì vết,https://oto.com.vn/mua-ban-xe-kia-morning-ha-tinh/dep-khong-ti-vet-aidxc23399394,76 triệu,2012 - Kia Morning SX 1.1 MT Sport - Đẹp không tì vết | 97.000 km | Máy xăng | Số tự động | Xe cũ | 76 triệu | Nam Vinh Nghệ An | Hà Tĩnh | 0946641918 | Gọi ngay,otocomvn,2026-01-02
"2021 - Kia Morning X-LINE - Xe đẹp, odo 6v2",https://oto.com.vn/mua-ban-xe-kia-morning-hai-duong/xe-dep-odo-6v2-aidxc23398695,339 triệu,"2021 - Kia Morning X-LINE - Xe đẹp, odo 6v2 | 62.000 km | Máy xăng | Số tự động | Xe cũ | 339 triệu | Nhất Tín Ô Tô Hải... | Hải Dương | 0988131545 | Gọi ngay",otocomvn,2026-01-02
"2025 - Ford Ranger Wildtrak 2.0L 4x4 AT - Giá linh động, chất lượng đầy đủ",https://oto.com.vn/mua-ban-xe-ford-ranger-ha-noi/gia-linh-dong-chat-luong-day-du-aidxc23389297,889 triệu,"2025 - Ford Ranger Wildtrak 2.0L 4x4 AT - Giá linh động, chất lượng đầy đủ | 6.000 km | Máy dầu | Số tự động | Xe cũ | 889 triệu | AUTO CHỐT | Hà Nội | 0907140000 | Gọi ngay",otocomvn,2026-01-02
2013 - Kia Morning Standard MT - Giá tốt sang tên ngay,https://oto.com.vn/mua-ban-xe-kia-morning-phu-tho/gia-tot-sang-ten-ngay-aidxc23348893,118 triệu,2013 - Kia Morning Standard MT - Giá tốt sang tên ngay | 110.000 km | Máy xăng | Số sàn | Xe cũ | 118 triệu | Mừng Long Auto 268 | Phú Thọ | 0975025818 | Gọi ngay,otocomvn,2026-01-02
2020 - Jeep Wrangler Rubicon - Biểu tượng off-road đích thực dành cho giới chơi xe,https://oto.com.vn/mua-ban-xe-jeep-wrangler-hcm/bieu-tuong-off-road-dich-thuc-danh-cho-gioi-choi-xe-aidxc23398800,2 tỉ 299 triệu,2020 - Jeep Wrangler Rubicon - Biểu tượng off-road đích thực dành cho giới chơi xe | 18.000 km | Máy xăng | Số tự động | Xe cũ | 2 tỉ 299 triệu | Thế Giới Xe Đức -... | Tp.HCM | 0586666628 | Gọi ngay,otocomvn,2026-01-02
2024 - Kia Carnival 2.2D Signature - Kia Carnival Signature 2024 nguyên seal cực đẹp,https://oto.com.vn/mua-ban-xe-kia-carnival-hcm/signature-2024-nguyen-seal-cuc-dep-aidxc23394376,1 tỉ 349 triệu,2024 - Kia Carnival 2.2D Signature - Kia Carnival Signature 2024 nguyên seal cực đẹp | 25.000 km | Máy dầu | Số tự động | Xe cũ | 1 tỉ 349 triệu | Good Car | Tp.HCM | 0923456234 | Gọi ngay,otocomvn,2026-01-02
2023 - Mercedes-Benz GLC 300 4Matic - Xe SUV cao cấp đời mới giá tốt,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-300-ha-noi/xe-suv-cao-cap-doi-moi-gia-tot-aidxc23387256,2 tỉ 339 triệu,2023 - Mercedes-Benz GLC 300 4Matic - Xe SUV cao cấp đời mới giá tốt | 8.000 km | Máy xăng | Số tự động | Xe cũ | 2 tỉ 339 triệu | AUTO CHỐT | Hà Nội | 0907140000 | Gọi ngay,otocomvn,2026-01-02
2024 - Lexus RX 350 RX 350H - Xe Có cửa hít đồ chơi giá trị cao,https://oto.com.vn/mua-ban-xe-lexus-rx-350-ha-noi/xe-co-cua-hit-do-choi-gia-tri-cao-aidxc23387099,3 tỉ 333 triệu,2024 - Lexus RX 350 RX 350H - Xe Có cửa hít đồ chơi giá trị cao | 17.000 km | Máy xăng | Số tự động | Xe cũ | 3 tỉ 333 triệu | Dũng Anh Auto | Hà Nội | 0923232222 | Gọi ngay,otocomvn,2026-01-02
"2021 - Hyundai Santa Fe 2.2L Dầu Cao cấp - Cực hợp lý, cam kết chất lượng",https://oto.com.vn/mua-ban-xe-hyundai-santa-fe-ha-noi/cuc-hop-ly-cam-ket-chat-luong-aidxc23387619,999 triệu,"2021 - Hyundai Santa Fe 2.2L Dầu Cao cấp - Cực hợp lý, cam kết chất lượng | 79.000 km | Máy dầu | Số tự động | Xe cũ | 999 triệu | AUTO CHỐT | Hà Nội | 0907140000 | Gọi ngay",otocomvn,2026-01-02
2022 - Mercedes-Benz GLC 300 4Matic V1 - Bảo dưỡng full lịch sử hãng,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-300-ha-noi/bao-duong-full-lich-su-hang-aidxc23387328,1 tỉ 799 triệu,2022 - Mercedes-Benz GLC 300 4Matic V1 - Bảo dưỡng full lịch sử hãng | 39.000 km | Máy xăng | Số tự động | Xe cũ | 1 tỉ 799 triệu | Dũng Anh Auto | Hà Nội | 0923232222 | Gọi ngay,otocomvn,2026-01-02
2021 - Mercedes-Benz GLC 200 4Matic - Xe sang của anh chị,https://oto.com.vn/mua-ban-xe-mercedes-benz-glc-200-ha-noi/xe-sang-cua-anh-chi-aidxc23387252,1 tỉ 279 triệu,2021 - Mercedes-Benz GLC 200 4Matic - Xe sang của anh chị | 50.000 km | Máy xăng | Số tự động | Xe cũ | 1 tỉ 279 triệu | AUTO CHỐT | Hà Nội | 0907140000 | Gọi ngay,otocomvn,2026-01-02
"2022 - Mercedes-Benz GLS 450 4Matic - Màu đen, nội thất kem",https://oto.com.vn/mua-ban-xe-mercedes-benz-gls-450-ha-noi/mau-den-noi-that-kem-aidxc23399159,4 tỉ 139 triệu,"2022 - Mercedes-Benz GLS 450 4Matic - Màu đen, nội thất kem | 38.000 km | Máy xăng | Số tự động | Xe cũ | 4 tỉ 139 triệu | Dũng Anh Auto | Hà Nội | 0923232222 | Gọi ngay",otocomvn,2026-01-02
"2009 - Toyota Corolla Altis 1.8G CVT - Xe hồ sơ đẹp, giá tốt",https://oto.com.vn/mua-ban-xe-toyota-corolla-altis-phu-tho/xe-ho-so-dep-gia-tot-aidxc23398826,280 triệu,"2009 - Toyota Corolla Altis 1.8G CVT - Xe hồ sơ đẹp, giá tốt | 100.000 km | Máy xăng | Số tự động | Xe cũ | 280 triệu | Mừng Long Auto 268 | Phú Thọ | 0975025818 | Gọi ngay",otocomvn,2026-01-02
