title,url,price_raw,info_raw,source,crawl_date
  Xe cũ 2019   Mercedes Benz C class C200 Exclusiv,https://bonbanh.com/oto,860 Triệu,"Xe cũ | 2019 | Mercedes Benz C class C200 Exclusive - 2019 | 860 Triệu | Hà Nội | Mã: 6580993 | *Xe lắp ráp trong nước, màu trắng, máy xăng 1.5 L, số tự động, 5 chỗ , đã đi 79,000 km ... | Mercedes Benz C200 Exclusive Sản xuất 2019 màu trắng nội đen Odo 7,9v km full lịch sử hãng Cam kết xe máy móc zin nguyên bản, ko otai nạn, ngập nước, check hãng toàn quốc ... | Liên hệ: | Thái Mẹc | 21 Phú Hựu - Long Biên Hà Nội | ĐT: 0928 299 999",bonbanh,2025-12-22
  Xe cũ 2020   Mazda BT50 Luxury 2.2L 4x2 AT - 202,https://bonbanh.com/oto,480 Triệu,"Xe cũ | 2020 | Mazda BT50 Luxury 2.2L 4x2 AT - 2020 | 480 Triệu | Thái Nguyên | Mã: 6554953 | *Xe nhập khẩu, màu trắng, máy dầu 2.2 L, số tự động, 5 chỗ , đã đi 80,000 km ... | BT50 2.2 Luxury sản xuất 2020 Odo 80.000kilomet. Bao zin Có hỗ trợ trả góp. Bao rút hồ sơ gốc + hợp đồng công chứng nối. | Liên hệ: | Salon ô tô Tùng Bách | Tổ 2, Phường Thịnh Đán, Tp Thái Nguyên Thái Nguyên | ĐT: 0979 103 666",bonbanh,2025-12-22
  Xe cũ 2021   Ford Everest Titanium 2.0L 4x2 AT -,https://bonbanh.com/oto,910 Triệu,"Xe cũ | 2021 | Ford Everest Titanium 2.0L 4x2 AT - 2021 | 910 Triệu | TP HCM | Mã: 6438610 | *Xe nhập khẩu, màu trắng, máy dầu 2.0 L, số tự động, 7 chỗ , đã đi 43,000 km ... | Ford Everest Titanium 4x2 2021 - Odo: 43.000km (chuẩn odo bao check) - Giá (còn thương lượng) - Option: Phim cách nhiệt, lót sàn, cam 360 độ ✓Cam kết 3 KHÔNG: KHÔNG ĐÂM ĐỤNG, KHÔNG ... | Liên hệ: | Mr Huy | 161F Dạ Nam, Phường 3, Quận 8, TP.HCM TP HCM | ĐT: 0929 807 777",bonbanh,2025-12-22
  Xe cũ 2016   Porsche Macan 2.0 - 2016  1 Tỷ 429 ,https://bonbanh.com/oto,1 Tỷ 429 Triệu,"Xe cũ | 2016 | Porsche Macan 2.0 - 2016 | 1 Tỷ 429 Triệu | Hà Nội | Mã: 6587048 | *Xe nhập khẩu, màu xanh, máy xăng 2.0 L, số tự động, 5 chỗ , đã đi 80,000 km ... | Mình cần bán Porsche Macan 2016 – Xanh/Nâu cực hiếm, option đủ đầy. Trang bị nổi bật: đèn Matrix, loa Bose, cửa nóc đôi, mâm 20 inch, cảnh báo lệch làn. Xe chạy 80.000 km, ... | Liên hệ: | Trần Đức Lương | 29 Liễu Giai, Ngọc Khánh, Ba Đình, Hà Nội Hà Nội | ĐT: 0941 697 777 - 0945 924 442",bonbanh,2025-12-22
  Xe cũ 2020   Toyota Vios 1.5E MT - 2020  363 Tri,https://bonbanh.com/oto,363 Triệu,"Xe cũ | 2020 | Toyota Vios 1.5E MT - 2020 | 363 Triệu | Hà Nội | Mã: 6570768 | *Xe lắp ráp trong nước, màu nâu, máy xăng 1.5 L, số tay, 5 chỗ , đã đi 55,000 km ... | Toyota Sure - [Xe đã qua sử dụng chính hãng] TOYOTA VIOS E 2020 1 chủ từ đầu biển tỉnh - Màu xe: Nâu - Odo: 55.000 km Full lịch sử hãng - Hộp số: Số sàn - Động cơ: ... | Liên hệ: | Toyota Sure Long Biên | Số 7-9 đường Nguyễn Văn Linh, Phường Việt Hưng Hà Nội | ĐT: 0979 900 105",bonbanh,2025-12-22
  Xe cũ 2025   Ford Territory Titanium X 1.5 AT - ,https://bonbanh.com/oto,930 Triệu,"Xe cũ | 2025 | Ford Territory Titanium X 1.5 AT - 2025 | 930 Triệu | Hà Nội | Mã: 6570129 | *Xe lắp ráp trong nước, màu trắng, máy xăng 1.5 L, số tự động, 5 chỗ , đã đi 2,000 km ... | Ford Territory Titanium X 1.5 AT 2025 – Model 2026, màu đen • Odo siêu lướt 2.000 km zin • Xe 1 chủ từ mới, lăn bánh T10/2025 • Sơn zin toàn bộ, xe còn nguyên mùi mới – nhiều chi ... | Liên hệ: | Auto 6666 | Số 5 Nguyễn Khánh Toàn, P. Quan Hoa, Q. Cầu Giấy Hà Nội | ĐT: 0867 838 888",bonbanh,2025-12-22
  Xe cũ 2018   Porsche Panamera 3.0 V6 - 2018  3 T,https://bonbanh.com/oto,3 Tỷ 339 Triệu,"Xe cũ | 2018 | Porsche Panamera 3.0 V6 - 2018 | 3 Tỷ 339 Triệu | TP HCM | Mã: 6564029 | *Xe nhập khẩu, màu kem, máy xăng 3.0 L, số tự động, 4 chỗ , đã đi 70,000 km ... | Porsche Panamera sản xuất 2018 Model 2019 – biển Sài Gòn, giữ gìn cực kỹ. - Odo: 7vạn km chuẩn - Máy móc – hộp số zin 100% - Lịch sử bảo dưỡng rõ ràng - Giá có thương ... | Liên hệ: | Lay Studio Concept | 73 Đường số 65, Phường Tân Hưng TP HCM | ĐT: 0932 044 951 - 0925 677 688",bonbanh,2025-12-22
  Xe cũ 2018   Lexus NX 300 - 2018  1 Tỷ 660 Triệu,https://bonbanh.com/oto,1 Tỷ 660 Triệu,"Xe cũ | 2018 | Lexus NX 300 - 2018 | 1 Tỷ 660 Triệu | Hà Nội | Mã: 6536500 | *Xe nhập khẩu, màu trắng, máy xăng 2.0 L, số tự động, 5 chỗ , đã đi 100,000 km ... | Mới về Nx300 2018 chạy chuẩn 10 vạn Zin nguyên bản | Liên hệ: | Top Gara Auto | 385 Hữu Hưng, P. Dương Nội, Hà Đông Hà Nội | ĐT: 0908 534 444",bonbanh,2025-12-22
  Xe cũ 2018   Chevrolet Trailblazer LTZ 2.5L VGT ,https://bonbanh.com/oto,565 Triệu,"Xe cũ | 2018 | Chevrolet Trailblazer LTZ 2.5L VGT 4x4 AT - 2018 | 565 Triệu | Hà Nội | Mã: 6374084 | *Xe nhập khẩu, màu trắng, máy dầu 2.5 L, số tự động, 7 chỗ , đã đi 86,000 km ... | Chevrolet TrailBlazer LTZ 4x4 2018 Bản Full máy dầu 7 chỗ nhập Thái Lan Odo 8v6 km ——————————————— Cam Kết : Xe không đâm đụng, ngập nước . Pháp lý rõ ... | Liên hệ: | Vũ Phúc | 266 Nguyễn Xiển - Thanh Xuân Hà Nội | ĐT: 0932 220 123",bonbanh,2025-12-22
  Xe cũ 2017   Chevrolet Spark Duo Van 1.2 MT - 20,https://bonbanh.com/oto,105 Triệu,"Xe cũ | 2017 | Chevrolet Spark Duo Van 1.2 MT - 2017 | 105 Triệu | Hà Nội | Mã: 6354747 | *Xe lắp ráp trong nước, màu xanh, máy xăng 1.2 L, số tay, 2 chỗ , đã đi 120,000 km ... | Spark van 1.2MT 2017 Đã lên ghế da , hàng ghế sau Cam kết văn bản xe không tai nạn , ngập nước | Liên hệ: | Mr Tú | Số 2 nghĩa tân kéo dài Hà Nội | ĐT: 0362 866 686",bonbanh,2025-12-22
  Xe cũ 2025   Hyundai Tucson 2.0 AT Đặc biệt - 20,"https://bonbanh.com/oto/page,2",845 Triệu,"Xe cũ | 2025 | Hyundai Tucson 2.0 AT Đặc biệt - 2025 | 845 Triệu | Long An | Mã: 6552815 | *Xe lắp ráp trong nước, màu đỏ, máy xăng 2.0 L, số tự động, 5 chỗ , đã đi 12,000 km ... | Hyundai Tucson đặc biệt 2025, màu đỏ. Odo 12,000km. HYUNDAI_LONG_AN_USED_CAR Cam kết xe ✓Không đâm đụng,ngập nước ✓Máy móc nguyên bản, không đại tu máy ✓Nhập thu mua trao ... | Liên hệ: | Hyundai Long An - Used Car | 24ql1, Kđt Tthc Tỉnh, Phường 6, Tp Tân An Long An | ĐT: 0932 888 866",bonbanh,2025-12-22
  Xe cũ 2019   Honda CRV G - 2019  685 Triệu   Hà ,"https://bonbanh.com/oto/page,2",685 Triệu,"Xe cũ | 2019 | Honda CRV G - 2019 | 685 Triệu | Hà Nội | Mã: 6512114 | *Xe nhập khẩu, màu bạc, máy xăng 1.5 L, số tự động, 7 chỗ , đã đi 87,000 km ... | Honda CR-V G – Model 2019 Năm sản xuất: 2019 ⚙️ Phiên bản: CR-V G ⏱️ Odo: 87.000 km Với thiết kế 7 chỗ linh hoạt cùng không gian nội thất tinh tế, hiện đại, CR-V mang ... | Liên hệ: | An Nam Auto | Số 69 Vũ Đức Thận,Việt Hưng,Long Biên Hà Nội Hà Nội | ĐT: 0949 345 555",bonbanh,2025-12-22
  Xe cũ 2019   LandRover Range Rover Autobiography,"https://bonbanh.com/oto/page,2",5 Tỷ 700 Triệu,"Xe cũ | 2019 | LandRover Range Rover Autobiography LWB 3.0 V6 - 2019 | 5 Tỷ 700 Triệu | Hà Nội | Mã: 6309900 | *Xe nhập khẩu, màu vàng, máy xăng 3.0 L, số tự động, 4 chỗ , đã đi 50,000 km ... | range rover autobiography lwb 2019 3.0 chạy 50.000km —————————————————————— ĐẠI PHÁT LUXURY - XE CHẤT - GIÁ THẬT • / , , , i | Liên hệ: | Đại Phát Luxury Car | 136 Phạm Văn Đồng, P. Xuân Đỉnh, Q. Bắc Từ Liêm Hà Nội | ĐT: 0941 979 999",bonbanh,2025-12-22
  Xe cũ 2013   Toyota Land Cruiser 5.7 V8 - 2013  ,"https://bonbanh.com/oto/page,2",1 Tỷ 790 Triệu,"Xe cũ | 2013 | Toyota Land Cruiser 5.7 V8 - 2013 | 1 Tỷ 790 Triệu | Hà Nội | Mã: 6578579 | *Xe nhập khẩu, màu đen, máy xăng 5.7 L, số tự động, 8 chỗ , đã đi 291,000 km ... | TOYOTA LAND CRUISER 2013 – ĐẲNG CẤP BỀN BỈ Odo: 291.000 km Năm SX: 2013 Giá bán có thương lượng ✓ Dòng SUV full-size huyền thoại, bền bỉ – giữ giá ✓ Khung gầm chắc ... | Liên hệ: | Mr Hoài | CT2 Văn Phòng Quốc Hội , Xuân Phương , Hà Nội Hà Nội | ĐT: 0783 718 888",bonbanh,2025-12-22
  Xe cũ 2024   VinFast VF5 Plus - 2024  410 Triệu ,"https://bonbanh.com/oto/page,2",410 Triệu,"Xe cũ | 2024 | VinFast VF5 Plus - 2024 | 410 Triệu | Hà Nội | Mã: 6575420 | *Xe lắp ráp trong nước, màu đỏ, xe điện , số tự động, 5 chỗ , đã đi 50,000 km ... | Hàng về VF5 plus SX 2024 mua pin Odo 5.1 vạn Ae check test | Liên hệ: | Auto 266 | 266 Nguyễn Xiển - Thanh Xuân Hà Nội | ĐT: 0941 418 888",bonbanh,2025-12-22
  Xe cũ 2020   Mitsubishi Xpander 1.5 AT - 2020  4,"https://bonbanh.com/oto/page,2",450 Triệu,"Xe cũ | 2020 | Mitsubishi Xpander 1.5 AT - 2020 | 450 Triệu | Hà Nội | Mã: 6565839 | *Xe nhập khẩu, màu trắng, máy xăng 1.5 L, số tự động, 7 chỗ , đã đi 80,000 km ... | Cần bán xpander sx năm 2020 số tự động ddi 8 vạn km .xe đi rất giữ gìn cẩn thận . cam kết tuyệt đối ko lỗi ko ngập nước bao check toàn quốc..xe có sẵn tại cửa hàng | Liên hệ: | Vũ Hùng Auto | 765 Nguyễn Xiển Hà Nội | ĐT: 0984 791 884",bonbanh,2025-12-22
  Xe cũ 2009   Aston Martin Rapide 5.9L V12 - 2009,"https://bonbanh.com/oto/page,2",3 Tỷ 850 Triệu,"Xe cũ | 2009 | Aston Martin Rapide 5.9L V12 - 2009 | 3 Tỷ 850 Triệu | TP HCM | Mã: 6543846 | *Xe nhập khẩu, màu xám, máy xăng 5.9 L, số tự động, 4 chỗ , đã đi 54,790 km ... | Aston Martin Rapide 2009 Odo: 54.790 km Động cơ 6.0L V12, máy xăng – âm thanh đặc trưng đúng chất Aston Biển số: 51F-930.64 Ngoại hình giữ gìn, xe chạy chuẩn, không lỗi – ... | Liên hệ: | Sài Gòn Luxury Cars | 22A Cộng Hòa, P4, Quận Tân Bình TP HCM | ĐT: 0978 669 999",bonbanh,2025-12-22
  Xe cũ 2023   Mercedes Benz GLC 300 4Matic - 2023,"https://bonbanh.com/oto/page,2",2 Tỷ 250 Triệu,"Xe cũ | 2023 | Mercedes Benz GLC 300 4Matic - 2023 | 2 Tỷ 250 Triệu | Hà Nội | Mã: 6535946 | *Xe lắp ráp trong nước, màu trắng, xe hybrid 2.0 L, số tự động, 5 chỗ , đã đi 10,000 km ... | Mercedes Benz Glc300 All New V0 4MATIC sản xuất 2023 - Odo: 10.000Km - Màu ngoại thất Trắng, nội thất màu Nâu. - Cam kết bằng văn bản xe không đâm đụng, không ngập nước, máy số ... | Liên hệ: | Auto Car Center | Số 9 Nguyễn Văn Cừ - Long Biên Hà Nội | ĐT: 0976 860 594 - 0916 818 963",bonbanh,2025-12-22
  Xe cũ 2018   BMW 2 Series 218i Gran Tourer - 201,"https://bonbanh.com/oto/page,2",680 Triệu,"Xe cũ | 2018 | BMW 2 Series 218i Gran Tourer - 2018 | 680 Triệu | Hà Nội | Mã: 6583798 | *Xe nhập khẩu, màu đỏ, máy xăng 1.5 L, số tự động, 7 chỗ , đã đi 52,000 km ... | BMW 218 Gran Tourer MPV 7 chỗ 2018 màu Đỏ nội thất kem. +Sản xuất 2018, đăng ký T3.2021 +Nhập Mỹ, lăn bánh 52.000 ml, 1 chủ từ mới, bảo dưỡng chỉ làm hãng. + Giá bán đưa ... | Liên hệ: | DSCars Auto | 178 Lê Trọng Tấn, La Khê, Hà Đông Hà Nội | ĐT: 0943 966 666",bonbanh,2025-12-22
  Xe cũ 2019   Ford Focus Sport 1.5L - 2019  455 T,"https://bonbanh.com/oto/page,2",455 Triệu,"Xe cũ | 2019 | Ford Focus Sport 1.5L - 2019 | 455 Triệu | Hà Nội | Mã: 6521301 | *Xe lắp ráp trong nước, màu đỏ, máy xăng 1.5 L, số tự động, 5 chỗ , đã đi 42,000 km ... | Ford Focus S sx 2019 ODO 4,2v Các trang bị nổi bật bao gồm đèn pha Bi-Xenon HID, cửa sổ trời, hệ thống điều hòa tự động 2 vùng, ghế da và hệ thống âm thanh Sony với màn hình ... | Liên hệ: | Nam Tiến Auto | 79 Nguyễn Chánh - Nam Trung Yên - Cầu Giấy Hà Nội | ĐT: 0963 583 399",bonbanh,2025-12-22
  Xe cũ 2024   Lexus RX 350 Premium - 2024  3 Tỷ 4,"https://bonbanh.com/oto/page,2",3 Tỷ 439 Triệu,"Xe cũ | 2024 | Lexus RX 350 Premium - 2024 | 3 Tỷ 439 Triệu | Hà Nội | Mã: 6550805 | *Xe nhập khẩu, màu trắng, máy xăng 2.4 L, số tự động, 5 chỗ , đã đi 9,900 km ... | Dũng Anh Auto về thêm Lexus RX350 Premium 2024 • Trắng / nâu, sơn zin 100% • ODO 1 vạn km, xe đẹp như mới • Full lịch sử hãng, pháp lý minh bạch Xe sang – bền bỉ – giữ ... | Liên hệ: | Dũng Anh Auto | 46 Việt Hưng, Q. Long Biên Hà Nội | ĐT: 0929 398 888",bonbanh,2025-12-22
  Xe cũ 2020   Mercedes Benz C class C180 - 2020  ,"https://bonbanh.com/oto/page,2",779 Triệu,"Xe cũ | 2020 | Mercedes Benz C class C180 - 2020 | 779 Triệu | TP HCM | Mã: 6501538 | *Xe lắp ráp trong nước, màu đỏ, máy xăng 1.5 L, số tự động, 5 chỗ , đã đi 56,000 km ... | H2T Auto mới về: - Mercedes Benz C180 2020 - ﻿﻿Odo 5,6 vạn km - Xe sẵn giao toàn quốc 1-3 ngày - Thủ tục sang tên, pháp lý rõ ràng - ﻿﻿Cam kết không đâm đụng, không ngập ... | Liên hệ: | H2T Auto | 70 đường 15, KĐT Vạn Phúc, Hiệp Bình TP HCM | ĐT: 0988 088 380",bonbanh,2025-12-22
  Xe mới 2025   VinFast VF9 Eco - 2025  1 Tỷ 267 T,"https://bonbanh.com/oto/page,2",1 Tỷ 267 Triệu,"Xe mới | 2025 | VinFast VF9 Eco - 2025 | 1 Tỷ 267 Triệu | TP HCM | Mã: 6479246 | *Xe lắp ráp trong nước, màu trắng, xe điện , số tự động, 7 chỗ ... | VINFAST VF9 - GIAO XE NGAY, ĐỦ MÀU LỰA CHỌN! => TRẢ TRƯỚC CHỈ TỪ 299 TRIỆU =>> FREE sạc tới 2027 - Trả trước 20%, nhận xe chỉ từ 299 Triệu - 0Đ Gói Gửi xe và Sạc pin tại ... | Liên hệ: | VinFast Ba Tháng Hai | Tầng 1 TTTM Vincom Ba Tháng Hai, 3C Đường 3 Tháng 2, Phường 11, ... TP HCM | ĐT: 0962 937 738",bonbanh,2025-12-22
  Xe mới 2023   Volkswagen Teramont 2.0 AT - 2023 ,"https://bonbanh.com/oto/page,2",1 Tỷ 788 Triệu,"Xe mới | 2023 | Volkswagen Teramont 2.0 AT - 2023 | 1 Tỷ 788 Triệu | TP HCM | Mã: 6501748 | *Xe nhập khẩu, màu trắng, máy xăng 2.0 L, số tự động, 7 chỗ ... | Volkswagen Teramont 2.0AT Sẽ được giảm thêm khi quý khách đến gặp trực tiếp Teramont – chiếc SUV 7 chỗ full-size,nhập nguyên chiếc từ Mỹ Nếu quý khách chọn xe tháng 10 này ... | Liên hệ: | Mr Thanh | 115 Lý Chính Thắng Quận 3 TP HCM | ĐT: 0354 791 454 - 0981 771 800",bonbanh,2025-12-22
  Xe cũ 2021   Peugeot 5008 AL 1.6 AT - 2021  819 ,"https://bonbanh.com/oto/page,2",819 Triệu,"Xe cũ | 2021 | Peugeot 5008 AL 1.6 AT - 2021 | 819 Triệu | Hải Phòng | Mã: 6547651 | *Xe lắp ráp trong nước, màu trắng, máy xăng 1.6 L, số tự động, 7 chỗ , đã đi 21,000 km ... | Auto8x về siêu phẩm peugeot 5008 AL sx 2021 model 2022 lướt 21000km. Xe một chủ mua mới bảo dưỡng full hãng. Giá Còn thoả thuận. Mời ace quan tâm lh qua hotline | Liên hệ: | Auto 8X | 4b Tân Dương, Thuỷ Nguyên Hải Phòng | ĐT: 0855 699 999",bonbanh,2025-12-22
  Xe mới 2025   VinFast VF5 Plus - 2025  482 Triệu,"https://bonbanh.com/oto/page,2",482 Triệu,"Xe mới | 2025 | VinFast VF5 Plus - 2025 | 482 Triệu | Hà Nội | Mã: 6427256 | *Xe lắp ráp trong nước, màu đen, xe điện , số tự động, 5 chỗ ... | VinFast VF 5 Plus Sở hữu ngoại hình nhỏ gọn với kích thước 3.965 x 1.720 x 1.580 mm, trọng lượng không tải 1.360 kg.Pin VF 5 Plus có dung lượng khả dụng 37.23 , cho phép xe di ... | Liên hệ: | Mr Trình | 256 Kim Giang Hà Nội | ĐT: 0973 957 009",bonbanh,2025-12-22
  Xe mới 2025   VinFast VF3 Plus - 2025  261 Triệu,"https://bonbanh.com/oto/page,2",261 Triệu,"Xe mới | 2025 | VinFast VF3 Plus - 2025 | 261 Triệu | Hà Nội | Mã: 6538886 | *Xe lắp ráp trong nước, màu đen, xe điện , số tự động, 4 chỗ ... | Siêu hot VF3 . Thời gian sạc pin lên tới 70% trong chỉ 30 phút . Nội thất rộng rãi cho 4 người, màn hình cảm ứng 10 inch . Khoảng sáng gầm tới 191 mm, xe nhỏ gọn thuận lợi di ... | Liên hệ: | Vinfast Tràng An Lê Văn ... | Số 68 Lê Văn Lương, Nhân Chính, Thanh Xuân Hà Nội | ĐT: 0862 886 369",bonbanh,2025-12-22
