title,url,price_raw,info_raw,source,crawl_date
"Xe cũ 2020   Honda City 1.5TOP - 2020  430 Triệu   Hà Nội    Mã: 6603898   *Xe lắp ráp trong nước, màu xanh, máy xăng 1.5 L, số tự động, 5 chỗ , đã đi 70,000 km ...   CITY TOP 2020
Xanh Cavanside ĐẸP CĂNG * 1 chủ SX - ĐK 8/2020 * 7v zin * Full bảo dưỡng hãng Còn lốp zin theo xe
sơ cua mới cứng Hồ sơ đang rút
Xem xe tại hà nội",https://bonbanh.com/xe-honda-city-1.5top-2020-6603898,430 Triệu,"Xe cũ | 2020 | Honda City 1.5TOP - 2020 | 430 Triệu | Hà Nội | Mã: 6603898 | *Xe lắp ráp trong nước, màu xanh, máy xăng 1.5 L, số tự động, 5 chỗ , đã đi 70,000 km ... | CITY TOP 2020 Xanh Cavanside ĐẸP CĂNG * 1 chủ SX - ĐK 8/2020 * 7v zin * Full bảo dưỡng hãng Còn lốp zin theo xe sơ cua mới cứng Hồ sơ đang rút Xem xe tại hà nội | Liên hệ: | Mỹ Đình | Hà Nội Hà Nội | ĐT: 0878 684 778",bonbanh,2026-01-02
"Xe cũ 2017   Toyota Fortuner 2.7V 4x2 AT - 2017  630 Triệu   Hà Nội    Mã: 6523102   *Xe nhập khẩu, màu đen, máy xăng 2.7 L, số tự động, 7 chỗ , đã đi 80,000 km ...   Toyota Fortuner 2.7V 4x2AT cuối 2017 tự động, máy xăng. Xe nói k với lỗi nhỏ. Đinh tán keo chỉ cột kèo nguyên bản. K thủy kích ngập nước. Máy số nguyên bản từ mặt dàn cò. XE ...",https://bonbanh.com/xe-toyota-fortuner-2.7v-4x2-at-2017-6523102,630 Triệu,"Xe cũ | 2017 | Toyota Fortuner 2.7V 4x2 AT - 2017 | 630 Triệu | Hà Nội | Mã: 6523102 | *Xe nhập khẩu, màu đen, máy xăng 2.7 L, số tự động, 7 chỗ , đã đi 80,000 km ... | Toyota Fortuner 2.7V 4x2AT cuối 2017 tự động, máy xăng. Xe nói k với lỗi nhỏ. Đinh tán keo chỉ cột kèo nguyên bản. K thủy kích ngập nước. Máy số nguyên bản từ mặt dàn cò. XE ... | Liên hệ: | Salon Auto Đào Hằng | QL3, Ngã 3 Đền Thánh Gióng, TT Sóc Sơn Hà Nội | ĐT: 0912 882 558 - 0913 312 524",bonbanh,2026-01-02
"Xe cũ 2016   Mercedes Benz GLC 250 4Matic - 2016  745 Triệu   Hà Nội    Mã: 6459837   *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động, 5 chỗ , đã đi 90,000 km ...   Mercedes Benz GLC 250 4Matic cuối 2016 chính chủ ông bác màu đen nội thất đen nâu. Xe chạy 9v km xịn full lịch sử hãng. Nói k với lỗi nhỏ. Máy nguyên. Xe đẹp máy móc để nguyên ...",https://bonbanh.com/xe-mercedes_benz-glc-250-4matic-2016-6459837,745 Triệu,"Xe cũ | 2016 | Mercedes Benz GLC 250 4Matic - 2016 | 745 Triệu | Hà Nội | Mã: 6459837 | *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động, 5 chỗ , đã đi 90,000 km ... | Mercedes Benz GLC 250 4Matic cuối 2016 chính chủ ông bác màu đen nội thất đen nâu. Xe chạy 9v km xịn full lịch sử hãng. Nói k với lỗi nhỏ. Máy nguyên. Xe đẹp máy móc để nguyên ... | Liên hệ: | Salon Auto Đào Hằng | QL3, Ngã 3 Đền Thánh Gióng, TT Sóc Sơn Hà Nội | ĐT: 0912 882 558 - 0913 312 524",bonbanh,2026-01-02
"Xe cũ 2019   Ford EcoSport Titanium 1.5L AT - 2019  395 Triệu   Hà Nội    Mã: 6596991   *Xe lắp ráp trong nước, màu trắng, máy xăng 1.5 L, số tự động, 5 chỗ , đã đi 60,000 km ...   Ford Ecosport 1.5AT Titanium cuối 2019 1 chủ từ mới. Chủ đã vào full 35 triệu đồ chơi xe
Nguyên cả xe k lỗi nhỏ. Máy zin từ mặt dàn cò. Hộp số nguyên. Đẹp quá.
Mong muốn ...",https://bonbanh.com/xe-ford-ecosport-titanium-1.5l-at-2019-6596991,395 Triệu,"Xe cũ | 2019 | Ford EcoSport Titanium 1.5L AT - 2019 | 395 Triệu | Hà Nội | Mã: 6596991 | *Xe lắp ráp trong nước, màu trắng, máy xăng 1.5 L, số tự động, 5 chỗ , đã đi 60,000 km ... | Ford Ecosport 1.5AT Titanium cuối 2019 1 chủ từ mới. Chủ đã vào full 35 triệu đồ chơi xe Nguyên cả xe k lỗi nhỏ. Máy zin từ mặt dàn cò. Hộp số nguyên. Đẹp quá. Mong muốn ... | Liên hệ: | Salon Auto Đào Hằng | QL3, Ngã 3 Đền Thánh Gióng, TT Sóc Sơn Hà Nội | ĐT: 0912 882 558 - 0913 312 524",bonbanh,2026-01-02
"Xe cũ 2018   Toyota Fortuner 2.4G 4x2 MT - 2018  685 Triệu   Hà Nội    Mã: 6565833   *Xe nhập khẩu, màu đen, máy dầu 2.4 L, số tay, 7 chỗ , đã đi 80,000 km ...   Toyota Fortuner 2.4G 4x2MT cuối 2018 nhập khẩu số tay. Quá Chất Lượng.
Nguyên cả xe k lỗi nhỏ. Máy zin từ mặt dàn cò. Hộp số nguyên. Đẹp quá.
Mong muốn bán cho người cực ...",https://bonbanh.com/xe-toyota-fortuner-2.4g-4x2-mt-2018-6565833,685 Triệu,"Xe cũ | 2018 | Toyota Fortuner 2.4G 4x2 MT - 2018 | 685 Triệu | Hà Nội | Mã: 6565833 | *Xe nhập khẩu, màu đen, máy dầu 2.4 L, số tay, 7 chỗ , đã đi 80,000 km ... | Toyota Fortuner 2.4G 4x2MT cuối 2018 nhập khẩu số tay. Quá Chất Lượng. Nguyên cả xe k lỗi nhỏ. Máy zin từ mặt dàn cò. Hộp số nguyên. Đẹp quá. Mong muốn bán cho người cực ... | Liên hệ: | Salon Auto Đào Hằng | QL3, Ngã 3 Đền Thánh Gióng, TT Sóc Sơn Hà Nội | ĐT: 0912 882 558 - 0913 312 524",bonbanh,2026-01-02
"Xe cũ 2011   Hyundai SantaFe 2.2L 4WD - 2011  410 Triệu   Hà Nội    Mã: 6567379   *Xe nhập khẩu, màu đen, máy dầu 2.2 L, số tự động, 5 chỗ , đã đi 80,000 km ...   Hyundai Santafe 2.2L 4WD cuối 2011. Xe k lỗi nhỏ. Máy nguyên từ mặt dàn cò. 2 cầu, tự động, máy dầu 3 vùng điều hòa. Chủ xe đã vào full đồ chơi xe. Camera 360 + camera hành trình ...",https://bonbanh.com/xe-hyundai-santafe-2.2l-4wd-2011-6567379,410 Triệu,"Xe cũ | 2011 | Hyundai SantaFe 2.2L 4WD - 2011 | 410 Triệu | Hà Nội | Mã: 6567379 | *Xe nhập khẩu, màu đen, máy dầu 2.2 L, số tự động, 5 chỗ , đã đi 80,000 km ... | Hyundai Santafe 2.2L 4WD cuối 2011. Xe k lỗi nhỏ. Máy nguyên từ mặt dàn cò. 2 cầu, tự động, máy dầu 3 vùng điều hòa. Chủ xe đã vào full đồ chơi xe. Camera 360 + camera hành trình ... | Liên hệ: | Salon Auto Đào Hằng | QL3, Ngã 3 Đền Thánh Gióng, TT Sóc Sơn Hà Nội | ĐT: 0912 882 558 - 0913 312 524",bonbanh,2026-01-02
"Xe cũ 2009   Ford Focus 1.8 AT - 2009  180 Triệu   Hà Nội    Mã: 6531108   *Xe lắp ráp trong nước, màu bạc, máy xăng 1.8 L, số tự động, 5 chỗ , đã đi 90,000 km ...   Ford Focus 1.8AT Hatchback cuối 2009 chính chủ công chứng từ mới. Chủ xe vừa thay cả dàn lốp Michelin 2025 mới tinh. Chủ đã vào full 20 triệu đồ chơi xe. Đăng kiểm vừa khám. ...",https://bonbanh.com/xe-ford-focus-1.8-at-2009-6531108,180 Triệu,"Xe cũ | 2009 | Ford Focus 1.8 AT - 2009 | 180 Triệu | Hà Nội | Mã: 6531108 | *Xe lắp ráp trong nước, màu bạc, máy xăng 1.8 L, số tự động, 5 chỗ , đã đi 90,000 km ... | Ford Focus 1.8AT Hatchback cuối 2009 chính chủ công chứng từ mới. Chủ xe vừa thay cả dàn lốp Michelin 2025 mới tinh. Chủ đã vào full 20 triệu đồ chơi xe. Đăng kiểm vừa khám. ... | Liên hệ: | Salon Auto Đào Hằng | QL3, Ngã 3 Đền Thánh Gióng, TT Sóc Sơn Hà Nội | ĐT: 0912 882 558 - 0913 312 524",bonbanh,2026-01-02
"Xe cũ 2022   Hyundai Accent 1.4 AT Đặc Biệt - 2022  445 Triệu   Hà Nội    Mã: 6201624   *Xe lắp ráp trong nước, màu nâu, máy xăng 1.4 L, số tự động, 5 chỗ , đã đi 20,000 km ...   Hyundai Accent 1.4ATH cuối tháng 12/2022 còn mấy ngày sang 2023 tự động màu Nâu cafe. Xe 1 chủ siêu lướt đi đúng 2v km xịn. Cực Tuyển như mới. Xe đã vào full kịch 20 triệu đồ ...",https://bonbanh.com/xe-hyundai-accent-1.4-at-dac-biet-2022-6201624,445 Triệu,"Xe cũ | 2022 | Hyundai Accent 1.4 AT Đặc Biệt - 2022 | 445 Triệu | Hà Nội | Mã: 6201624 | *Xe lắp ráp trong nước, màu nâu, máy xăng 1.4 L, số tự động, 5 chỗ , đã đi 20,000 km ... | Hyundai Accent 1.4ATH cuối tháng 12/2022 còn mấy ngày sang 2023 tự động màu Nâu cafe. Xe 1 chủ siêu lướt đi đúng 2v km xịn. Cực Tuyển như mới. Xe đã vào full kịch 20 triệu đồ ... | Liên hệ: | Salon Auto Đào Hằng | QL3, Ngã 3 Đền Thánh Gióng, TT Sóc Sơn Hà Nội | ĐT: 0912 882 558 - 0913 312 524",bonbanh,2026-01-02
"Xe cũ 2013   Honda CRV 2.4 AT - 2013  425 Triệu   Hà Nội    Mã: 6381237   *Xe lắp ráp trong nước, màu nâu, máy xăng 2.4 L, số tự động, 5 chỗ , đã đi 60,000 km ...   Honda CRV 2.4AT cuối 2013 bản full Option + cửa nóc + bóng khí...... MỚi Nhất Việt Nam. Quá Chất Lượng. Nguyên cả xe k lỗi nhỏ. Đẹp quá. Chủ đã vào full đồ chơi xe 20 ...",https://bonbanh.com/xe-honda-crv-2.4-at-2013-6381237,425 Triệu,"Xe cũ | 2013 | Honda CRV 2.4 AT - 2013 | 425 Triệu | Hà Nội | Mã: 6381237 | *Xe lắp ráp trong nước, màu nâu, máy xăng 2.4 L, số tự động, 5 chỗ , đã đi 60,000 km ... | Honda CRV 2.4AT cuối 2013 bản full Option + cửa nóc + bóng khí...... MỚi Nhất Việt Nam. Quá Chất Lượng. Nguyên cả xe k lỗi nhỏ. Đẹp quá. Chủ đã vào full đồ chơi xe 20 ... | Liên hệ: | Salon Auto Đào Hằng | QL3, Ngã 3 Đền Thánh Gióng, TT Sóc Sơn Hà Nội | ĐT: 0912 882 558 - 0913 312 524",bonbanh,2026-01-02
"Xe cũ 2013   Honda CRV 2.4 AT - 2013  435 Triệu   Hà Nội    Mã: 6456383   *Xe lắp ráp trong nước, màu bạc, máy xăng 2.4 L, số tự động, 5 chỗ , đã đi 60,000 km ...   Honda CRV 2.4AT cuối 2013 bản full Option đề nổ star + cửa nóc + bóng khí..... Xe chính chủ người nhà. MỚi Nhất Việt Nam. Quá Chất Lượng. Nguyên cả xe k lỗi nhỏ. Đẹp quá. ...",https://bonbanh.com/xe-honda-crv-2.4-at-2013-6456383,435 Triệu,"Xe cũ | 2013 | Honda CRV 2.4 AT - 2013 | 435 Triệu | Hà Nội | Mã: 6456383 | *Xe lắp ráp trong nước, màu bạc, máy xăng 2.4 L, số tự động, 5 chỗ , đã đi 60,000 km ... | Honda CRV 2.4AT cuối 2013 bản full Option đề nổ star + cửa nóc + bóng khí..... Xe chính chủ người nhà. MỚi Nhất Việt Nam. Quá Chất Lượng. Nguyên cả xe k lỗi nhỏ. Đẹp quá. ... | Liên hệ: | Salon Auto Đào Hằng | QL3, Ngã 3 Đền Thánh Gióng, TT Sóc Sơn Hà Nội | ĐT: 0912 882 558 - 0913 312 524",bonbanh,2026-01-02
"Xe cũ 2011   Honda CRV 2.4 AT - 2011  288 Triệu   Hà Nội    Mã: 6603881   *Xe nhập khẩu, màu đen, máy xăng 2.4 L, số tự động, 5 chỗ , đã đi 160,000 km ...   Chợ xe Caron Mỹ Đình - Hệ thống chợ xe toàn quốc!
Hiện đang bán Honda CRV 2.4 2011 - chạy 16 vạn km, nội ngoại thất còn đẹp keng.
Xin cảm ơn quý khách hàng! Và cam kết từ ...",https://bonbanh.com/xe-honda-crv-2.4-at-2011-6603881,288 Triệu,"Xe cũ | 2011 | Honda CRV 2.4 AT - 2011 | 288 Triệu | Hà Nội | Mã: 6603881 | *Xe nhập khẩu, màu đen, máy xăng 2.4 L, số tự động, 5 chỗ , đã đi 160,000 km ... | Chợ xe Caron Mỹ Đình - Hệ thống chợ xe toàn quốc! Hiện đang bán Honda CRV 2.4 2011 - chạy 16 vạn km, nội ngoại thất còn đẹp keng. Xin cảm ơn quý khách hàng! Và cam kết từ ... | Liên hệ: | Chợ Xe Caron Mỹ Đình | 2 Trần Hữu Dực, Mỹ Đình Hà Nội | ĐT: 0975 207 268 - 0825 597 777",bonbanh,2026-01-02
"Xe mới 2025   Hyundai Creta N Line 1.5 AT - 2025  676 Triệu   Hà Nội    Mã: 6171732   *Xe lắp ráp trong nước, màu trắng, máy xăng 1.5 L, số tự động, 5 chỗ ...   Hyundai Creta sẵn xe đủ màu giao ngay
Giá tốt đăng kí đăng kiểm xe hỗ trợ cho quý khách
Hỗ trợ lái thử xe miễn phí
Quý khách vui lòng liên hệ để được tư vấn cụ thể ...",https://bonbanh.com/xe-hyundai-creta-n-line-1.5-at-2025-6171732,676 Triệu,"Xe mới | 2025 | Hyundai Creta N Line 1.5 AT - 2025 | 676 Triệu | Hà Nội | Mã: 6171732 | *Xe lắp ráp trong nước, màu trắng, máy xăng 1.5 L, số tự động, 5 chỗ ... | Hyundai Creta sẵn xe đủ màu giao ngay Giá tốt đăng kí đăng kiểm xe hỗ trợ cho quý khách Hỗ trợ lái thử xe miễn phí Quý khách vui lòng liên hệ để được tư vấn cụ thể ... | Liên hệ: | Hyundai Phạm Hùng | 16A Phạm Hùng, Mai Dịch, Cầu Giấy Hà Nội | ĐT: 0961 237 874",bonbanh,2026-01-02
