title,url,price_raw,info_raw,source,crawl_date
  Xe mới 2025   Isuzu Dmax Prestige 1.9L 4x2 MT - ,https://bonbanh.com/oto,572 Triệu,"Xe mới | 2025 | Isuzu Dmax Prestige 1.9L 4x2 MT - 2025 | 572 Triệu | TP HCM | Mã: 6394472 | *Xe nhập khẩu, màu trắng, máy dầu 1.9 L, số tay, 5 chỗ ... | Dmax số sàn 2025 nhập khẩu Thái Lan Kích thước tổng thể DxRxC(mm): 5280x1870x1785 Khoảng cách trục(mm): 3.125 _ khoảng cách trục càng lớn thì xe vận hành càng an toàn. Lòng thùng ... | Liên hệ: | Isuzu Vân Nam | 111/2 đường số 18, KP2, P.Bình Hưng Hoà, TP.HCM TP HCM | ĐT: 0901 435 495",bonbanh,2025-12-22
  Xe cũ 2024   Honda CRV e:HEV RS - 2024  1 Tỷ 200,"https://bonbanh.com/oto/page,2",1 Tỷ 200 Triệu,"Xe cũ | 2024 | Honda CRV e:HEV RS - 2024 | 1 Tỷ 200 Triệu | TP HCM | Mã: 6559727 | *Xe nhập khẩu, màu đỏ, xe hybrid 2.0 L, số tự động, 5 chỗ , đã đi 12,400 km ... | Honda Ô tô Sài Gòn - Quận 2 [Xe đã qua sử dụng chính hãng] HONDA CRV RS e:HEV 2024 - Xuất xứ: Thái Lan - Màu xe: Đỏ - Số km: 12.400 km - Hộp số: Tự động - Nhiên liệu: ... | Liên hệ: | Honda Ô Tô Sài Gòn Quận 2 ... | 136d Mai Chí Thọ, phường An Phú, Tp.thủ Đức TP HCM | ĐT: 0386 140 999",bonbanh,2025-12-22
  Xe cũ 2017   Mercedes Benz GLC 250 4Matic - 2017,"https://bonbanh.com/oto/page,2",865 Triệu,"Xe cũ | 2017 | Mercedes Benz GLC 250 4Matic - 2017 | 865 Triệu | Hà Nội | Mã: 6335114 | *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động, 5 chỗ , đã đi 82,000 km ... | Mercedes Benz GLC 250 4matic, sản xuất 2017 Km 8,2 vạn ✓ Động cơ M274 Turbo 211Hp 350Nm momen xoắn. ✓ Hộp số 9 cấp 9G-Tronic dẫn động 4 bánh toàn thời gian (4Matic). ✓ Mức độ ... | Liên hệ: | Mercedes-benz Vietnam Star ... | Số 5 Lê Thánh Tông, P. Phan Chu Trinh, Q. Hoàn Kiếm Hà Nội | ĐT: 0942 757 777",bonbanh,2025-12-22
  Xe cũ 2024   Hyundai Accent 1.4 AT Đặc Biệt - 20,"https://bonbanh.com/oto/page,2",476 Triệu,"Xe cũ | 2024 | Hyundai Accent 1.4 AT Đặc Biệt - 2024 | 476 Triệu | Hà Nội | Mã: 6587003 | *Xe lắp ráp trong nước, màu trắng, máy xăng 1.4 L, số tự động, 5 chỗ , đã đi 26,000 km ... | accen ATH đời 2024 số tđ pun kich lịch sử xe như đập hộp thật mới xe 1 chủ lốp theo xe gđ đi giữ zim rứt mới zialo | Liên hệ: | Trường Mạnh Auto | 88 Phạm Hùng, Nam Từ Liêm Hà Nội | ĐT: 0985 067 799 - 0915 897 799",bonbanh,2025-12-22
  Xe cũ 2016   Mercedes Benz S class S400 Maybach ,"https://bonbanh.com/oto/page,2",2 Tỷ 590 Triệu,"Xe cũ | 2016 | Mercedes Benz S class S400 Maybach - 2016 | 2 Tỷ 590 Triệu | Hà Nội | Mã: 6562481 | *Xe nhập khẩu, màu trắng, máy xăng 3.0 L, số tự động, 4 chỗ , đã đi 120,000 km ... | Mayback S450 _ sản xuất 2016 / bảo dưỡng full hãng Đẳng cấp giới thượng lưu , 4 ghế sấy sưởi & massage , bàn làm việc , 26 loa bumert , cửa nóc đổi màu , camera 360 , nâng hạ ... | Liên hệ: | Quang Minh Auto | 363 Nguyễn Xiển, Phường Đại Kim, Quận Thanh Xuân Hà Nội | ĐT: 0822 555 666",bonbanh,2025-12-22
  Xe cũ 2016   Toyota Prado VX 2.7L - 2016  1 Tỷ 2,"https://bonbanh.com/oto/page,2",1 Tỷ 260 Triệu,"Xe cũ | 2016 | Toyota Prado VX 2.7L - 2016 | 1 Tỷ 260 Triệu | Hà Nội | Mã: 6524877 | *Xe nhập khẩu, màu xám, máy xăng 2.7 L, số tự động, 7 chỗ , đã đi 170,000 km ... | Nhập Team Nguyên Xe Mộc Toyota Prado VX 2.7L sản xuất 2016 nhập nhật chạy 17vạn full lsu bảo dưỡng hãng Lỗi tặng xe đẹp không tì vết khách xem được luôn . Hỗ trợ trả ... | Liên hệ: | Mr Phúc | Hạ Yên Quyết - Yên Hoà - Cầu Giấy Hà Nội | ĐT: 0339 048 140 - 0929 488 866",bonbanh,2025-12-22
  Xe cũ 2019   Ford Ranger XLS 2.2L 4x2 AT - 2019 ,"https://bonbanh.com/oto/page,2",489 Triệu,"Xe cũ | 2019 | Ford Ranger XLS 2.2L 4x2 AT - 2019 | 489 Triệu | Hà Nội | Mã: 6587053 | *Xe nhập khẩu, màu vàng, máy dầu 2.2 L, số tự động, 5 chỗ , đã đi 110,000 km ... | Em Cần Bán Ranger XLS 2019 2.2AT Vàng cát biển hà nội , xe đẹp xuất sắc không lỗi nhỏ , 1 chủ từ mới chạy 11 vạn km zin siêu đẹp , nội thất zin ghế nỉ mới tinh , gầm ... | Liên hệ: | Vũ Kiên | Số 02 Nghĩa Tân Kéo Dài - Cầu Giấy - Hà Nội Hà Nội | ĐT: 0986 181 998 - 0974 772 930",bonbanh,2025-12-22
  Xe cũ 2019   Toyota Fortuner 2.4G 4x2 AT - 2019 ,"https://bonbanh.com/oto/page,2",829 Triệu,"Xe cũ | 2019 | Toyota Fortuner 2.4G 4x2 AT - 2019 | 829 Triệu | Hà Nội | Mã: 6586476 | *Xe lắp ráp trong nước, màu đen, máy dầu 2.4 L, số tự động, 7 chỗ , đã đi 68,000 km ... | Toyota Fortuner 2.4D Sản Xuất 2019 Odo : 68.000 km Zin / 4 Lốp theo xe cả dàn Tên cá nhân 1 chủ mua sử dụng từ mới ✓ Hỗ trợ sang tên – giao xe tận nơi ✓ Cam kết chất ... | Liên hệ: | Ô Tô Việt | 88 Dịch Vọng Hậu, Cầu Giấy Hà Nội | ĐT: 0968 870 855",bonbanh,2025-12-22
  Xe cũ 2018   Ford Ranger Raptor 2.0L 4x4 AT - 20,"https://bonbanh.com/oto/page,2",815 Triệu,"Xe cũ | 2018 | Ford Ranger Raptor 2.0L 4x4 AT - 2018 | 815 Triệu | Gia Lai | Mã: 6586379 | *Xe nhập khẩu, màu trắng, máy dầu 2.0 L, số tự động, 5 chỗ ... | Ford raptor 2018 ko niên hạng Nội ngoại thất còn rất đẹp. Trang bị đầy đủ các tiện ích của dòng Cam kết k đâm đụng ngập nước Ai có nhu cầu mời liên hệ để biết ... | Liên hệ: | Auto Hùng Tiến | 29 Lê Duẩn, Thành phố Pleiku Gia Lai | ĐT: 0971 827 777",bonbanh,2025-12-22
  Xe cũ 2019   VinFast Fadil 1.4 AT Plus - 2019  2,"https://bonbanh.com/oto/page,2",295 Triệu,"Xe cũ | 2019 | VinFast Fadil 1.4 AT Plus - 2019 | 295 Triệu | Hà Nội | Mã: 6563610 | *Xe lắp ráp trong nước, màu trắng, máy xăng 1.4 L, số tự động, 5 chỗ , đã đi 83,000 km ... | Fadil 2019 Plus 1 chủ chạy 8,3 vạn km Ghế ngồi được bọc da tổng hợp, với thiết kế ôm lưng, mang đến sự thoải mái nhất định cho người lái và hành khách. Hàng ghế sau ... | Liên hệ: | Vinh Anh Premium Auto | 768 Nguyễn Xiển Hà Nội | ĐT: 0966 843 268",bonbanh,2025-12-22
  Xe cũ 2010   Toyota Yaris 1.3 AT - 2010  260 Tri,"https://bonbanh.com/oto/page,2",260 Triệu,"Xe cũ | 2010 | Toyota Yaris 1.3 AT - 2010 | 260 Triệu | Hà Nội | Mã: 6457275 | *Xe nhập khẩu, màu trắng, máy xăng 1.3 L, số tự động, 5 chỗ , đã đi 110,000 km ... | Auto tronghoa bán Toyota Yaris 2010 nhập Nhật Bản, phiên bản dành riêng cho thị trường Trung Đông. Mẫu xe hatchback nổi tiếng của Toyota với động cơ VVT-i dung tích 1.3 rất bốc ... | Liên hệ: | Auto Trọng Hòa | 24 Nguyễn Văn Cừ , Long Biên Hà Nội | ĐT: 0912 139 769 - 0968 588 769",bonbanh,2025-12-22
