title,url,price_raw,info_raw,source,crawl_date
"Xe cũ 2018   Maserati Levante 3.0 V6 - 2018  2 Tỷ 199 Triệu   Hà Nội    Mã: 6491936   *Xe nhập khẩu, màu đen, máy xăng 3.0 L, số tự động, 5 chỗ , đã đi 40,000 km ...   Tình trạng đẹp không lỗi bao test toàn quốc
Xe dân ký gửi giao dịch trực tiếp với chủ xe
Có hỗ trợ bank
Xe wrap cam ( gốc màu đen )",https://bonbanh.com/xe-maserati-levante-3.0-v6-2018-6491936,2 Tỷ 199 Triệu,"Xe cũ | 2018 | Maserati Levante 3.0 V6 - 2018 | 2 Tỷ 199 Triệu | Hà Nội | Mã: 6491936 | *Xe nhập khẩu, màu đen, máy xăng 3.0 L, số tự động, 5 chỗ , đã đi 40,000 km ... | Tình trạng đẹp không lỗi bao test toàn quốc Xe dân ký gửi giao dịch trực tiếp với chủ xe Có hỗ trợ bank Xe wrap cam ( gốc màu đen ) | Liên hệ: | Flex Car | Mỹ đình Peark - Số 01 Châu văn Liêm , Mễ Trì - Nam Từ Liêm Hà Nội | ĐT: 0903 315 555",bonbanh,2026-01-09
"Xe cũ 2010   Mercedes Benz E class E300 - 2010  305 Triệu   Hải Phòng    Mã: 6572479   *Xe lắp ráp trong nước, màu đỏ, máy xăng 3.0 L, số tự động, 5 chỗ ...   Bán xe Mercedes Benz E300 đời 2010 - một chủ từ mới- ko một lỗi nhỏ. Trang bị ghế da cao cấp, màn hình giải trí kết nối đa hệ, âm thanh cd chất lượng cao, camera ...",https://bonbanh.com/xe-mercedes_benz-e_class-e300-2010-6572479,305 Triệu,"Xe cũ | 2010 | Mercedes Benz E class E300 - 2010 | 305 Triệu | Hải Phòng | Mã: 6572479 | *Xe lắp ráp trong nước, màu đỏ, máy xăng 3.0 L, số tự động, 5 chỗ ... | Bán xe Mercedes Benz E300 đời 2010 - một chủ từ mới- ko một lỗi nhỏ. Trang bị ghế da cao cấp, màn hình giải trí kết nối đa hệ, âm thanh cd chất lượng cao, camera ... | Liên hệ: | Ôtô Tú Thủy | 650 Nguyễn Văn Linh, Lê Chân Hải Phòng | ĐT: 0914 666 989",bonbanh,2026-01-09
"Xe cũ 2020   Mazda CX8 Luxury - 2020  760 Triệu   Hà Nội    Mã: 6611746   *Xe lắp ráp trong nước, màu xanh, máy xăng 2.5 L, số tự động, 7 chỗ , đã đi 45,000 km ...   Xe tư nhân một chủ từ đầu biển Hà Nội. Full lịch sử hãng. Chạy chuẩn 4,5 vạn km. Dàn lốp zin theo xe. Lốp sơ cua chưa hạ. Xe zin tuyệt đối. Bao check test bất kỳ đâu.",https://bonbanh.com/xe-mazda-cx8-luxury-2020-6611746,760 Triệu,"Xe cũ | 2020 | Mazda CX8 Luxury - 2020 | 760 Triệu | Hà Nội | Mã: 6611746 | *Xe lắp ráp trong nước, màu xanh, máy xăng 2.5 L, số tự động, 7 chỗ , đã đi 45,000 km ... | Xe tư nhân một chủ từ đầu biển Hà Nội. Full lịch sử hãng. Chạy chuẩn 4,5 vạn km. Dàn lốp zin theo xe. Lốp sơ cua chưa hạ. Xe zin tuyệt đối. Bao check test bất kỳ đâu. | Liên hệ: | Salon Ô tô Hà Nội 1 | Số 1B Nguyễn Văn Huyên, Cầu Giấy Hà Nội | ĐT: 0968 680 977 - 0984 965 663",bonbanh,2026-01-09
"Xe cũ 2021   Toyota Prado VX 2.7L - 2021  2 Tỷ 388 Triệu   Hà Nội    Mã: 6592275   *Xe nhập khẩu, màu đồng, máy xăng 2.7 L, số tự động, 7 chỗ , đã đi 90,000 km ...   Toyota Land Cruiser Prado Up body Trung Đông – Model 2022 Ngoại hình mạnh mẽ – Option cao cấp – Xe 1 chủ từ mới • Odo: 56.000 miles • Nguồn gốc: Xe công ty – Full lịch sử ...",https://bonbanh.com/xe-toyota-prado-vx-2.7l-2021-6592275,2 Tỷ 388 Triệu,"Xe cũ | 2021 | Toyota Prado VX 2.7L - 2021 | 2 Tỷ 388 Triệu | Hà Nội | Mã: 6592275 | *Xe nhập khẩu, màu đồng, máy xăng 2.7 L, số tự động, 7 chỗ , đã đi 90,000 km ... | Toyota Land Cruiser Prado Up body Trung Đông – Model 2022 Ngoại hình mạnh mẽ – Option cao cấp – Xe 1 chủ từ mới • Odo: 56.000 miles • Nguồn gốc: Xe công ty – Full lịch sử ... | Liên hệ: | Nguyễn Khôi | Cầu Giấy Hà Nội Hà Nội | ĐT: 0868 252 805",bonbanh,2026-01-09
"Xe cũ 2019   Ford Tourneo Limousine Titanium 2.0 AT - 2019  755 Triệu   TP HCM    Mã: 6614544   *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động, 7 chỗ , đã đi 70,000 km ...   Ford Tourneo 2019 động cơ xăng 2.0L EcoBoost, nổi bật với kích thước lớn (khoảng 4976 x 2095 x 1990 mm), chiều dài cơ sở 2933 mm, công suất khoảng 203 mã lực và mô-men xoắn 300 Nm, ...",https://bonbanh.com/xe-ford-tourneo-limousine-titanium-2.0-at-2019-6614544,755 Triệu,"Xe cũ | 2019 | Ford Tourneo Limousine Titanium 2.0 AT - 2019 | 755 Triệu | TP HCM | Mã: 6614544 | *Xe lắp ráp trong nước, màu đen, máy xăng 2.0 L, số tự động, 7 chỗ , đã đi 70,000 km ... | Ford Tourneo 2019 động cơ xăng 2.0L EcoBoost, nổi bật với kích thước lớn (khoảng 4976 x 2095 x 1990 mm), chiều dài cơ sở 2933 mm, công suất khoảng 203 mã lực và mô-men xoắn 300 Nm, ... | Liên hệ: | Auto 568 Sài Gòn | 629 Phạm Văn Đồng, Hiệp Bình Chánh, Thủ Đức TP HCM | ĐT: 0922 356 789",bonbanh,2026-01-09
"Xe cũ 2023   Mini Cooper Countryman S - 2023  1 Tỷ 738 Triệu   TP HCM    Mã: 6609018   *Xe nhập khẩu, màu đen, máy xăng 2.0 L, số tự động, 5 chỗ , đã đi 5,000 km ...   MINI_Countryman_Cooper_S Model 2024. Odo 5.000 km ( SUV mini đặc trưng Anh Quốc ) Màu Đen / nội thất Nâu. Động cơ 2.0L cho công suất cực đại 192 mã lực, hộp số tự động 7 cấp ...",https://bonbanh.com/xe-mini-cooper-countryman-s-2023-6609018,1 Tỷ 738 Triệu,"Xe cũ | 2023 | Mini Cooper Countryman S - 2023 | 1 Tỷ 738 Triệu | TP HCM | Mã: 6609018 | *Xe nhập khẩu, màu đen, máy xăng 2.0 L, số tự động, 5 chỗ , đã đi 5,000 km ... | MINI_Countryman_Cooper_S Model 2024. Odo 5.000 km ( SUV mini đặc trưng Anh Quốc ) Màu Đen / nội thất Nâu. Động cơ 2.0L cho công suất cực đại 192 mã lực, hộp số tự động 7 cấp ... | Liên hệ: | Phát Đạt Luxury Car | Số 1 Đường Số 13, KDC Phú Mỹ, P. Tân Mỹ (P. Phú Mỹ cũ), Q.7 TP HCM | ĐT: 0966 876 509",bonbanh,2026-01-09
"Xe cũ 2021   VinFast Lux A 2.0 Plus 2.0 AT - 2021  535 Triệu   Hà Nội    Mã: 6603144   *Xe lắp ráp trong nước, màu đỏ, máy xăng 2.0 L, số tự động, 5 chỗ , đã đi 112,000 km ...   VietTinAuto Thang Long CT4B Mễ Trì Thượng, Nam Từ Liêm, Hà Nội kính mời Quý khách!!!
VINFAST LUX A 2.0 PLUS 2021 Xe rất đẹp, cá nhân một chủ từ mới chăm sóc Full hãng, mới thay ...",https://bonbanh.com/xe-vinfast-lux_a_2.0-plus-2.0-at-2021-6603144,535 Triệu,"Xe cũ | 2021 | VinFast Lux A 2.0 Plus 2.0 AT - 2021 | 535 Triệu | Hà Nội | Mã: 6603144 | *Xe lắp ráp trong nước, màu đỏ, máy xăng 2.0 L, số tự động, 5 chỗ , đã đi 112,000 km ... | VietTinAuto Thang Long CT4B Mễ Trì Thượng, Nam Từ Liêm, Hà Nội kính mời Quý khách!!! VINFAST LUX A 2.0 PLUS 2021 Xe rất đẹp, cá nhân một chủ từ mới chăm sóc Full hãng, mới thay ... | Liên hệ: | Việt Tín Auto | CT4B Mễ Trì Thượng, Nam Từ Liêm Hà Nội | ĐT: 0904 270 442 - 0903 409 089",bonbanh,2026-01-09
"Xe cũ 2022   Ford Ranger Wildtrak 2.0L 4x4 AT - 2022  688 Triệu   Hà Nội    Mã: 6586628   *Xe lắp ráp trong nước, màu đen, máy dầu 2.0 L, số tự động, 5 chỗ , đã đi 48,000 km ...   Mới quá
Ford Ranger wildtrak 2.0 4x4 sản xuất 2022
Đăng ký m biển hà nội 1 chủ mua mới
Lăn bánh đúng 48.000km zin đét
Đã vào nắp thùng 3 tấm.dán phim trải sàn…
Dàn lốp ...",https://bonbanh.com/xe-ford-ranger-wildtrak-2.0l-4x4-at-2022-6586628,688 Triệu,"Xe cũ | 2022 | Ford Ranger Wildtrak 2.0L 4x4 AT - 2022 | 688 Triệu | Hà Nội | Mã: 6586628 | *Xe lắp ráp trong nước, màu đen, máy dầu 2.0 L, số tự động, 5 chỗ , đã đi 48,000 km ... | Mới quá Ford Ranger wildtrak 2.0 4x4 sản xuất 2022 Đăng ký m biển hà nội 1 chủ mua mới Lăn bánh đúng 48.000km zin đét Đã vào nắp thùng 3 tấm.dán phim trải sàn… Dàn lốp ... | Liên hệ: | Trung Ranger Auto | 14B Nguyễn Khuyến, Văn Quán, Hà Đông Hà Nội | ĐT: 0983 457 555",bonbanh,2026-01-09
"Xe cũ 2014   LandRover Range Rover Autobiography LWB 5.0 - 2014  2 Tỷ 489 Triệu   Hà Nội    Mã: 6579861   *Xe nhập khẩu, màu đen, máy xăng 5.0 L, số tự động, 4 chỗ , đã đi 75,000 km ...   LandRover Range Rover Autobiography LWB 5.0 sản xuất 2014 bản 4 ghế full Option thương gia, Màu đen nội thất Nâu da bò đúng chất Rover. Đã độ full form 2021
Cam kết không đâm đụng, ...",https://bonbanh.com/xe-landrover-range_rover-autobiography-lwb-5.0-2014-6579861,2 Tỷ 489 Triệu,"Xe cũ | 2014 | LandRover Range Rover Autobiography LWB 5.0 - 2014 | 2 Tỷ 489 Triệu | Hà Nội | Mã: 6579861 | *Xe nhập khẩu, màu đen, máy xăng 5.0 L, số tự động, 4 chỗ , đã đi 75,000 km ... | LandRover Range Rover Autobiography LWB 5.0 sản xuất 2014 bản 4 ghế full Option thương gia, Màu đen nội thất Nâu da bò đúng chất Rover. Đã độ full form 2021 Cam kết không đâm đụng, ... | Liên hệ: | Mr Tuấn | 19 Nguyễn Văn Cừ, Long Biên Hà Nội | ĐT: 0925 852 222 - 0961 290 199",bonbanh,2026-01-09
"Xe mới 2025   Ford Territory Titanium 1.5 AT - 2025  770 Triệu   Hà Nội    Mã: 6571288   *Xe lắp ráp trong nước, màu xám, máy xăng 1.5 L, số tự động, 5 chỗ ...   Ford Territory Titanium 1.5 AT 2025
- Động cơ: Xăng 1.5L Turbo
- Công suất: 160 mã lực
- Hệ dẫn động: FWD - cầu trước
- Mô men xoắn cực đại: 248 Nm
- Hộp số tự động lý hợp ...",https://bonbanh.com/xe-ford-territory-titanium-1.5-at-2025-6571288,770 Triệu,"Xe mới | 2025 | Ford Territory Titanium 1.5 AT - 2025 | 770 Triệu | Hà Nội | Mã: 6571288 | *Xe lắp ráp trong nước, màu xám, máy xăng 1.5 L, số tự động, 5 chỗ ... | Ford Territory Titanium 1.5 AT 2025 - Động cơ: Xăng 1.5L Turbo - Công suất: 160 mã lực - Hệ dẫn động: FWD - cầu trước - Mô men xoắn cực đại: 248 Nm - Hộp số tự động lý hợp ... | Liên hệ: | Mr Cường | Đống Đa Hà Nội | ĐT: 0888 682 633",bonbanh,2026-01-09
"Xe cũ 2019   VinFast Fadil 1.4 AT Plus - 2019  295 Triệu   Hà Nội    Mã: 6563610   *Xe lắp ráp trong nước, màu trắng, máy xăng 1.4 L, số tự động, 5 chỗ , đã đi 83,000 km ...   Fadil 2019 Plus 1 chủ chạy 8,3 vạn km
Ghế ngồi được bọc da tổng hợp, với thiết kế ôm lưng, mang đến sự thoải mái nhất định cho người lái và hành khách. Hàng ghế sau ...",https://bonbanh.com/xe-vinfast-fadil-1.4-at-plus-2019-6563610,295 Triệu,"Xe cũ | 2019 | VinFast Fadil 1.4 AT Plus - 2019 | 295 Triệu | Hà Nội | Mã: 6563610 | *Xe lắp ráp trong nước, màu trắng, máy xăng 1.4 L, số tự động, 5 chỗ , đã đi 83,000 km ... | Fadil 2019 Plus 1 chủ chạy 8,3 vạn km Ghế ngồi được bọc da tổng hợp, với thiết kế ôm lưng, mang đến sự thoải mái nhất định cho người lái và hành khách. Hàng ghế sau ... | Liên hệ: | Vinh Anh Premium Auto | 768 Nguyễn Xiển Hà Nội | ĐT: 0966 843 268",bonbanh,2026-01-09
"Xe cũ 2022   Mazda CX5 Premium 2.0 AT - 2022  735 Triệu   Hà Tĩnh    Mã: 6561439   *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động, 5 chỗ , đã đi 35,000 km ...   Mazda CX-5 Premium 2022 – Bản Cao Cấp Nhất! Odo: 35.000 km – chuẩn 100% Full lịch sử hãng, bao check test toàn quốc Sơn đẹp, không đâm đụng – không ngập nước Option bản ...",https://bonbanh.com/xe-mazda-cx5-premium-2.0-at-2022-6561439,735 Triệu,"Xe cũ | 2022 | Mazda CX5 Premium 2.0 AT - 2022 | 735 Triệu | Hà Tĩnh | Mã: 6561439 | *Xe lắp ráp trong nước, màu trắng, máy xăng 2.0 L, số tự động, 5 chỗ , đã đi 35,000 km ... | Mazda CX-5 Premium 2022 – Bản Cao Cấp Nhất! Odo: 35.000 km – chuẩn 100% Full lịch sử hãng, bao check test toàn quốc Sơn đẹp, không đâm đụng – không ngập nước Option bản ... | Liên hệ: | Phúc Anh Auto | Số 166 Đường Vũ Quang, Tp Hà Tĩnh Hà Tĩnh | ĐT: 0838 689 838 - 0948 111 000",bonbanh,2026-01-09
"Xe mới 2026   Ford Territory Trend 1.5 AT - 2026  682 Triệu   Hà Nội    Mã: 6525384   *Xe lắp ráp trong nước, màu xanh, máy xăng 1.5 L, số tự động, 5 chỗ ...   Ford Territory Trend tại thị trường Việt Nam được trang bị động cơ 1.5L EcoBoost, hộp số tự động 7 cấp, hệ dẫn động cầu trước, và nhiều tính năng tiện nghi, giải trí, ...",https://bonbanh.com/xe-ford-territory-trend-1.5-at-2026-6525384,682 Triệu,"Xe mới | 2026 | Ford Territory Trend 1.5 AT - 2026 | 682 Triệu | Hà Nội | Mã: 6525384 | *Xe lắp ráp trong nước, màu xanh, máy xăng 1.5 L, số tự động, 5 chỗ ... | Ford Territory Trend tại thị trường Việt Nam được trang bị động cơ 1.5L EcoBoost, hộp số tự động 7 cấp, hệ dẫn động cầu trước, và nhiều tính năng tiện nghi, giải trí, ... | Liên hệ: | Hà Nội Ford | Số 311-313 Trường Chinh, Q.Thanh Xuân Hà Nội | ĐT: 0965 423 080",bonbanh,2026-01-09
